,date,Granularidad,Indicador,Unidad,Valor
1651,30-03-2004,Diario,UVR,UVR,"140,9678"
1652,31-03-2004,Diario,UVR,UVR,"141,0221"
1653,01-04-2004,Diario,UVR,UVR,"141,0763"
1654,02-04-2004,Diario,UVR,UVR,"141,1306"
1655,03-04-2004,Diario,UVR,UVR,"141,1849"
1656,04-04-2004,Diario,UVR,UVR,"141,2393"
1657,05-04-2004,Diario,UVR,UVR,"141,2936"
1658,06-04-2004,Diario,UVR,UVR,"141,348"
1659,07-04-2004,Diario,UVR,UVR,"141,4024"
1660,08-04-2004,Diario,UVR,UVR,"141,4568"
1661,09-04-2004,Diario,UVR,UVR,"141,5113"
1662,10-04-2004,Diario,UVR,UVR,"141,5657"
1663,11-04-2004,Diario,UVR,UVR,"141,6202"
1664,12-04-2004,Diario,UVR,UVR,"141,6747"
1665,13-04-2004,Diario,UVR,UVR,"141,7293"
1666,14-04-2004,Diario,UVR,UVR,"141,7838"
1667,15-04-2004,Diario,UVR,UVR,"141,8384"
1668,16-04-2004,Diario,UVR,UVR,"141,8845"
1669,17-04-2004,Diario,UVR,UVR,"141,9306"
1670,18-04-2004,Diario,UVR,UVR,"141,9768"
1671,19-04-2004,Diario,UVR,UVR,"142,023"
1672,20-04-2004,Diario,UVR,UVR,"142,0691"
1673,21-04-2004,Diario,UVR,UVR,"142,1153"
1674,22-04-2004,Diario,UVR,UVR,"142,1615"
1675,23-04-2004,Diario,UVR,UVR,"142,2077"
1676,24-04-2004,Diario,UVR,UVR,"142,254"
1677,25-04-2004,Diario,UVR,UVR,"142,3002"
1678,26-04-2004,Diario,UVR,UVR,"142,3465"
1679,27-04-2004,Diario,UVR,UVR,"142,3928"
1680,28-04-2004,Diario,UVR,UVR,"142,4391"
1681,29-04-2004,Diario,UVR,UVR,"142,4854"
1682,30-04-2004,Diario,UVR,UVR,"142,5317"
1683,01-05-2004,Diario,UVR,UVR,"142,5781"
1684,02-05-2004,Diario,UVR,UVR,"142,6244"
1685,03-05-2004,Diario,UVR,UVR,"142,6708"
1686,04-05-2004,Diario,UVR,UVR,"142,7172"
1687,05-05-2004,Diario,UVR,UVR,"142,7636"
1688,06-05-2004,Diario,UVR,UVR,"142,81"
1689,07-05-2004,Diario,UVR,UVR,"142,8564"
1690,08-05-2004,Diario,UVR,UVR,"142,9029"
1691,09-05-2004,Diario,UVR,UVR,"142,9493"
1692,10-05-2004,Diario,UVR,UVR,"142,9958"
1693,11-05-2004,Diario,UVR,UVR,"143,0423"
1694,12-05-2004,Diario,UVR,UVR,"143,0888"
1695,13-05-2004,Diario,UVR,UVR,"143,1353"
1696,14-05-2004,Diario,UVR,UVR,"143,1819"
1697,15-05-2004,Diario,UVR,UVR,"143,2284"
1698,16-05-2004,Diario,UVR,UVR,"143,2496"
1699,17-05-2004,Diario,UVR,UVR,"143,2708"
1700,18-05-2004,Diario,UVR,UVR,"143,292"
1701,19-05-2004,Diario,UVR,UVR,"143,3132"
1702,20-05-2004,Diario,UVR,UVR,"143,3345"
1703,21-05-2004,Diario,UVR,UVR,"143,3557"
1704,22-05-2004,Diario,UVR,UVR,"143,3769"
1705,23-05-2004,Diario,UVR,UVR,"143,3981"
1706,24-05-2004,Diario,UVR,UVR,"143,4194"
1707,25-05-2004,Diario,UVR,UVR,"143,4406"
1708,26-05-2004,Diario,UVR,UVR,"143,4618"
1709,27-05-2004,Diario,UVR,UVR,"143,4831"
1710,28-05-2004,Diario,UVR,UVR,"143,5043"
1711,29-05-2004,Diario,UVR,UVR,"143,5256"
1712,30-05-2004,Diario,UVR,UVR,"143,5468"
1713,31-05-2004,Diario,UVR,UVR,"143,5681"
1714,01-06-2004,Diario,UVR,UVR,"143,5893"
1715,02-06-2004,Diario,UVR,UVR,"143,6106"
1716,03-06-2004,Diario,UVR,UVR,"143,6319"
1717,04-06-2004,Diario,UVR,UVR,"143,6531"
1718,05-06-2004,Diario,UVR,UVR,"143,6744"
1719,06-06-2004,Diario,UVR,UVR,"143,6957"
1720,07-06-2004,Diario,UVR,UVR,"143,7169"
1721,08-06-2004,Diario,UVR,UVR,"143,7382"
1722,09-06-2004,Diario,UVR,UVR,"143,7595"
1723,10-06-2004,Diario,UVR,UVR,"143,7808"
1724,11-06-2004,Diario,UVR,UVR,"143,8021"
1725,12-06-2004,Diario,UVR,UVR,"143,8234"
1726,13-06-2004,Diario,UVR,UVR,"143,8447"
1727,14-06-2004,Diario,UVR,UVR,"143,866"
1728,15-06-2004,Diario,UVR,UVR,"143,8873"
1729,16-06-2004,Diario,UVR,UVR,"143,9055"
1730,17-06-2004,Diario,UVR,UVR,"143,9237"
1731,18-06-2004,Diario,UVR,UVR,"143,9419"
1732,19-06-2004,Diario,UVR,UVR,"143,9601"
1733,20-06-2004,Diario,UVR,UVR,"143,9783"
1734,21-06-2004,Diario,UVR,UVR,"143,9965"
1735,22-06-2004,Diario,UVR,UVR,"144,0147"
1736,23-06-2004,Diario,UVR,UVR,"144,0329"
1737,24-06-2004,Diario,UVR,UVR,"144,0511"
1738,25-06-2004,Diario,UVR,UVR,"144,0693"
1739,26-06-2004,Diario,UVR,UVR,"144,0875"
1740,27-06-2004,Diario,UVR,UVR,"144,1058"
1741,28-06-2004,Diario,UVR,UVR,"144,124"
1742,29-06-2004,Diario,UVR,UVR,"144,1422"
1743,30-06-2004,Diario,UVR,UVR,"144,1604"
1744,01-07-2004,Diario,UVR,UVR,"144,1787"
1745,02-07-2004,Diario,UVR,UVR,"144,1969"
1746,03-07-2004,Diario,UVR,UVR,"144,2151"
1747,04-07-2004,Diario,UVR,UVR,"144,2333"
1748,05-07-2004,Diario,UVR,UVR,"144,2516"
1749,06-07-2004,Diario,UVR,UVR,"144,2698"
1750,07-07-2004,Diario,UVR,UVR,"144,2881"
1751,08-07-2004,Diario,UVR,UVR,"144,3063"
1752,09-07-2004,Diario,UVR,UVR,"144,3246"
1753,10-07-2004,Diario,UVR,UVR,"144,3428"
1754,11-07-2004,Diario,UVR,UVR,"144,361"
1755,12-07-2004,Diario,UVR,UVR,"144,3793"
1756,13-07-2004,Diario,UVR,UVR,"144,3976"
1757,14-07-2004,Diario,UVR,UVR,"144,4158"
1758,15-07-2004,Diario,UVR,UVR,"144,4341"
1759,16-07-2004,Diario,UVR,UVR,"144,462"
1760,17-07-2004,Diario,UVR,UVR,"144,4899"
1761,18-07-2004,Diario,UVR,UVR,"144,5177"
1762,19-07-2004,Diario,UVR,UVR,"144,5456"
1763,20-07-2004,Diario,UVR,UVR,"144,5735"
1764,21-07-2004,Diario,UVR,UVR,"144,6014"
1765,22-07-2004,Diario,UVR,UVR,"144,6293"
1766,23-07-2004,Diario,UVR,UVR,"144,6572"
1767,24-07-2004,Diario,UVR,UVR,"144,6852"
1768,25-07-2004,Diario,UVR,UVR,"144,7131"
1769,26-07-2004,Diario,UVR,UVR,"144,741"
1770,27-07-2004,Diario,UVR,UVR,"144,7689"
1771,28-07-2004,Diario,UVR,UVR,"144,7969"
1772,29-07-2004,Diario,UVR,UVR,"144,8248"
1773,30-07-2004,Diario,UVR,UVR,"144,8528"
1774,31-07-2004,Diario,UVR,UVR,"144,8807"
1775,01-08-2004,Diario,UVR,UVR,"144,9087"
1776,02-08-2004,Diario,UVR,UVR,"144,9367"
1777,03-08-2004,Diario,UVR,UVR,"144,9646"
1778,04-08-2004,Diario,UVR,UVR,"144,9926"
1779,05-08-2004,Diario,UVR,UVR,"145,0206"
1780,06-08-2004,Diario,UVR,UVR,"145,0486"
1781,07-08-2004,Diario,UVR,UVR,"145,0766"
1782,08-08-2004,Diario,UVR,UVR,"145,1046"
1783,09-08-2004,Diario,UVR,UVR,"145,1326"
1784,10-08-2004,Diario,UVR,UVR,"145,1606"
1785,11-08-2004,Diario,UVR,UVR,"145,1886"
1786,12-08-2004,Diario,UVR,UVR,"145,2166"
1787,13-08-2004,Diario,UVR,UVR,"145,2446"
1788,14-08-2004,Diario,UVR,UVR,"145,2727"
1789,15-08-2004,Diario,UVR,UVR,"145,3007"
1790,16-08-2004,Diario,UVR,UVR,"145,2993"
1791,17-08-2004,Diario,UVR,UVR,"145,2979"
1792,18-08-2004,Diario,UVR,UVR,"145,2965"
1793,19-08-2004,Diario,UVR,UVR,"145,2951"
1794,20-08-2004,Diario,UVR,UVR,"145,2937"
1795,21-08-2004,Diario,UVR,UVR,"145,2923"
1796,22-08-2004,Diario,UVR,UVR,"145,2909"
1797,23-08-2004,Diario,UVR,UVR,"145,2894"
1798,24-08-2004,Diario,UVR,UVR,"145,288"
1799,25-08-2004,Diario,UVR,UVR,"145,2866"
1800,26-08-2004,Diario,UVR,UVR,"145,2852"
1801,27-08-2004,Diario,UVR,UVR,"145,2838"
1802,28-08-2004,Diario,UVR,UVR,"145,2824"
1803,29-08-2004,Diario,UVR,UVR,"145,281"
1804,30-08-2004,Diario,UVR,UVR,"145,2796"
1805,31-08-2004,Diario,UVR,UVR,"145,2782"
1806,01-09-2004,Diario,UVR,UVR,"145,2768"
1807,02-09-2004,Diario,UVR,UVR,"145,2754"
1808,03-09-2004,Diario,UVR,UVR,"145,274"
1809,04-09-2004,Diario,UVR,UVR,"145,2726"
1810,05-09-2004,Diario,UVR,UVR,"145,2712"
1811,06-09-2004,Diario,UVR,UVR,"145,2698"
1812,07-09-2004,Diario,UVR,UVR,"145,2684"
1813,08-09-2004,Diario,UVR,UVR,"145,267"
1814,09-09-2004,Diario,UVR,UVR,"145,2655"
1815,10-09-2004,Diario,UVR,UVR,"145,2641"
1816,11-09-2004,Diario,UVR,UVR,"145,2627"
1817,12-09-2004,Diario,UVR,UVR,"145,2613"
1818,13-09-2004,Diario,UVR,UVR,"145,2599"
1819,14-09-2004,Diario,UVR,UVR,"145,2585"
1820,15-09-2004,Diario,UVR,UVR,"145,2571"
1821,16-09-2004,Diario,UVR,UVR,"145,2586"
1822,17-09-2004,Diario,UVR,UVR,"145,26"
1823,18-09-2004,Diario,UVR,UVR,"145,2615"
1824,19-09-2004,Diario,UVR,UVR,"145,2629"
1825,20-09-2004,Diario,UVR,UVR,"145,2644"
1826,21-09-2004,Diario,UVR,UVR,"145,2658"
1827,22-09-2004,Diario,UVR,UVR,"145,2673"
1828,23-09-2004,Diario,UVR,UVR,"145,2687"
1829,24-09-2004,Diario,UVR,UVR,"145,2702"
1830,25-09-2004,Diario,UVR,UVR,"145,2716"
1831,26-09-2004,Diario,UVR,UVR,"145,2731"
1832,27-09-2004,Diario,UVR,UVR,"145,2745"
1833,28-09-2004,Diario,UVR,UVR,"145,276"
1834,29-09-2004,Diario,UVR,UVR,"145,2774"
1835,30-09-2004,Diario,UVR,UVR,"145,2789"
1836,01-10-2004,Diario,UVR,UVR,"145,2803"
1837,02-10-2004,Diario,UVR,UVR,"145,2818"
1838,03-10-2004,Diario,UVR,UVR,"145,2832"
1839,04-10-2004,Diario,UVR,UVR,"145,2847"
1840,05-10-2004,Diario,UVR,UVR,"145,2861"
1841,06-10-2004,Diario,UVR,UVR,"145,2876"
1842,07-10-2004,Diario,UVR,UVR,"145,2891"
1843,08-10-2004,Diario,UVR,UVR,"145,2905"
1844,09-10-2004,Diario,UVR,UVR,"145,292"
1845,10-10-2004,Diario,UVR,UVR,"145,2934"
1846,11-10-2004,Diario,UVR,UVR,"145,2949"
1847,12-10-2004,Diario,UVR,UVR,"145,2963"
1848,13-10-2004,Diario,UVR,UVR,"145,2978"
1849,14-10-2004,Diario,UVR,UVR,"145,2992"
1850,15-10-2004,Diario,UVR,UVR,"145,3007"
1851,16-10-2004,Diario,UVR,UVR,"145,3147"
1852,17-10-2004,Diario,UVR,UVR,"145,3288"
1853,18-10-2004,Diario,UVR,UVR,"145,3428"
1854,19-10-2004,Diario,UVR,UVR,"145,3569"
1855,20-10-2004,Diario,UVR,UVR,"145,3709"
1856,21-10-2004,Diario,UVR,UVR,"145,385"
1857,22-10-2004,Diario,UVR,UVR,"145,399"
1858,23-10-2004,Diario,UVR,UVR,"145,4131"
1859,24-10-2004,Diario,UVR,UVR,"145,4271"
1860,25-10-2004,Diario,UVR,UVR,"145,4412"
1861,26-10-2004,Diario,UVR,UVR,"145,4552"
1862,27-10-2004,Diario,UVR,UVR,"145,4693"
1863,28-10-2004,Diario,UVR,UVR,"145,4833"
1864,29-10-2004,Diario,UVR,UVR,"145,4974"
1865,30-10-2004,Diario,UVR,UVR,"145,5115"
1866,31-10-2004,Diario,UVR,UVR,"145,5255"
1867,01-11-2004,Diario,UVR,UVR,"145,5396"
1868,02-11-2004,Diario,UVR,UVR,"145,5536"
1869,03-11-2004,Diario,UVR,UVR,"145,5677"
1870,04-11-2004,Diario,UVR,UVR,"145,5818"
1871,05-11-2004,Diario,UVR,UVR,"145,5958"
1872,06-11-2004,Diario,UVR,UVR,"145,6099"
1873,07-11-2004,Diario,UVR,UVR,"145,624"
1874,08-11-2004,Diario,UVR,UVR,"145,6381"
1875,09-11-2004,Diario,UVR,UVR,"145,6521"
1876,10-11-2004,Diario,UVR,UVR,"145,6662"
1877,11-11-2004,Diario,UVR,UVR,"145,6803"
1878,12-11-2004,Diario,UVR,UVR,"145,6944"
1879,13-11-2004,Diario,UVR,UVR,"145,7084"
1880,14-11-2004,Diario,UVR,UVR,"145,7225"
1881,15-11-2004,Diario,UVR,UVR,"145,7366"
1882,16-11-2004,Diario,UVR,UVR,"145,7361"
1883,17-11-2004,Diario,UVR,UVR,"145,7356"
1884,18-11-2004,Diario,UVR,UVR,"145,7351"
1885,19-11-2004,Diario,UVR,UVR,"145,7347"
1886,20-11-2004,Diario,UVR,UVR,"145,7342"
1887,21-11-2004,Diario,UVR,UVR,"145,7337"
1888,22-11-2004,Diario,UVR,UVR,"145,7332"
1889,23-11-2004,Diario,UVR,UVR,"145,7327"
1890,24-11-2004,Diario,UVR,UVR,"145,7322"
1891,25-11-2004,Diario,UVR,UVR,"145,7317"
1892,26-11-2004,Diario,UVR,UVR,"145,7313"
1893,27-11-2004,Diario,UVR,UVR,"145,7308"
1894,28-11-2004,Diario,UVR,UVR,"145,7303"
1895,29-11-2004,Diario,UVR,UVR,"145,7298"
1896,30-11-2004,Diario,UVR,UVR,"145,7293"
1897,01-12-2004,Diario,UVR,UVR,"145,7288"
1898,02-12-2004,Diario,UVR,UVR,"145,7283"
1899,03-12-2004,Diario,UVR,UVR,"145,7279"
1900,04-12-2004,Diario,UVR,UVR,"145,7274"
1901,05-12-2004,Diario,UVR,UVR,"145,7269"
1902,06-12-2004,Diario,UVR,UVR,"145,7264"
1903,07-12-2004,Diario,UVR,UVR,"145,7259"
1904,08-12-2004,Diario,UVR,UVR,"145,7254"
1905,09-12-2004,Diario,UVR,UVR,"145,7249"
1906,10-12-2004,Diario,UVR,UVR,"145,7245"
1907,11-12-2004,Diario,UVR,UVR,"145,724"
1908,12-12-2004,Diario,UVR,UVR,"145,7235"
1909,13-12-2004,Diario,UVR,UVR,"145,723"
1910,14-12-2004,Diario,UVR,UVR,"145,7225"
1911,15-12-2004,Diario,UVR,UVR,"145,722"
1912,16-12-2004,Diario,UVR,UVR,"145,7351"
1913,17-12-2004,Diario,UVR,UVR,"145,7483"
1914,18-12-2004,Diario,UVR,UVR,"145,7614"
1915,19-12-2004,Diario,UVR,UVR,"145,7746"
1916,20-12-2004,Diario,UVR,UVR,"145,7877"
1917,21-12-2004,Diario,UVR,UVR,"145,8009"
1918,22-12-2004,Diario,UVR,UVR,"145,814"
1919,23-12-2004,Diario,UVR,UVR,"145,8272"
1920,24-12-2004,Diario,UVR,UVR,"145,8403"
1921,25-12-2004,Diario,UVR,UVR,"145,8535"
1922,26-12-2004,Diario,UVR,UVR,"145,8667"
1923,27-12-2004,Diario,UVR,UVR,"145,8798"
1924,28-12-2004,Diario,UVR,UVR,"145,893"
1925,29-12-2004,Diario,UVR,UVR,"145,9061"
1926,30-12-2004,Diario,UVR,UVR,"145,9193"
1927,31-12-2004,Diario,UVR,UVR,"145,9324"
1928,01-01-2005,Diario,UVR,UVR,"145,9456"
1929,02-01-2005,Diario,UVR,UVR,"145,9588"
1930,03-01-2005,Diario,UVR,UVR,"145,9719"
1931,04-01-2005,Diario,UVR,UVR,"145,9851"
1932,05-01-2005,Diario,UVR,UVR,"145,9983"
1933,06-01-2005,Diario,UVR,UVR,"146,0114"
1934,07-01-2005,Diario,UVR,UVR,"146,0246"
1935,08-01-2005,Diario,UVR,UVR,"146,0378"
1936,09-01-2005,Diario,UVR,UVR,"146,051"
1937,10-01-2005,Diario,UVR,UVR,"146,0641"
1938,11-01-2005,Diario,UVR,UVR,"146,0773"
1939,12-01-2005,Diario,UVR,UVR,"146,0905"
1940,13-01-2005,Diario,UVR,UVR,"146,1037"
1941,14-01-2005,Diario,UVR,UVR,"146,1168"
1942,15-01-2005,Diario,UVR,UVR,"146,13"
1943,16-01-2005,Diario,UVR,UVR,"146,1441"
1944,17-01-2005,Diario,UVR,UVR,"146,1582"
1945,18-01-2005,Diario,UVR,UVR,"146,1724"
1946,19-01-2005,Diario,UVR,UVR,"146,1865"
1947,20-01-2005,Diario,UVR,UVR,"146,2006"
1948,21-01-2005,Diario,UVR,UVR,"146,2147"
1949,22-01-2005,Diario,UVR,UVR,"146,2289"
1950,23-01-2005,Diario,UVR,UVR,"146,243"
1951,24-01-2005,Diario,UVR,UVR,"146,2571"
1952,25-01-2005,Diario,UVR,UVR,"146,2713"
1953,26-01-2005,Diario,UVR,UVR,"146,2854"
1954,27-01-2005,Diario,UVR,UVR,"146,2995"
1955,28-01-2005,Diario,UVR,UVR,"146,3137"
1956,29-01-2005,Diario,UVR,UVR,"146,3278"
1957,30-01-2005,Diario,UVR,UVR,"146,342"
1958,31-01-2005,Diario,UVR,UVR,"146,3561"
1959,01-02-2005,Diario,UVR,UVR,"146,3702"
1960,02-02-2005,Diario,UVR,UVR,"146,3844"
1961,03-02-2005,Diario,UVR,UVR,"146,3985"
1962,04-02-2005,Diario,UVR,UVR,"146,4127"
1963,05-02-2005,Diario,UVR,UVR,"146,4268"
1964,06-02-2005,Diario,UVR,UVR,"146,441"
1965,07-02-2005,Diario,UVR,UVR,"146,4551"
1966,08-02-2005,Diario,UVR,UVR,"146,4693"
1967,09-02-2005,Diario,UVR,UVR,"146,4834"
1968,10-02-2005,Diario,UVR,UVR,"146,4976"
1969,11-02-2005,Diario,UVR,UVR,"146,5117"
1970,12-02-2005,Diario,UVR,UVR,"146,5259"
1971,13-02-2005,Diario,UVR,UVR,"146,5401"
1972,14-02-2005,Diario,UVR,UVR,"146,5542"
1973,15-02-2005,Diario,UVR,UVR,"146,5684"
1974,16-02-2005,Diario,UVR,UVR,"146,6112"
1975,17-02-2005,Diario,UVR,UVR,"146,6539"
1976,18-02-2005,Diario,UVR,UVR,"146,6967"
1977,19-02-2005,Diario,UVR,UVR,"146,7395"
1978,20-02-2005,Diario,UVR,UVR,"146,7823"
1979,21-02-2005,Diario,UVR,UVR,"146,8251"
1980,22-02-2005,Diario,UVR,UVR,"146,8679"
1981,23-02-2005,Diario,UVR,UVR,"146,9108"
1982,24-02-2005,Diario,UVR,UVR,"146,9536"
1983,25-02-2005,Diario,UVR,UVR,"146,9965"
1984,26-02-2005,Diario,UVR,UVR,"147,0394"
1985,27-02-2005,Diario,UVR,UVR,"147,0823"
1986,28-02-2005,Diario,UVR,UVR,"147,1252"
1987,01-03-2005,Diario,UVR,UVR,"147,1681"
1988,02-03-2005,Diario,UVR,UVR,"147,211"
1989,03-03-2005,Diario,UVR,UVR,"147,254"
1990,04-03-2005,Diario,UVR,UVR,"147,2969"
1991,05-03-2005,Diario,UVR,UVR,"147,3399"
1992,06-03-2005,Diario,UVR,UVR,"147,3829"
1993,07-03-2005,Diario,UVR,UVR,"147,4259"
1994,08-03-2005,Diario,UVR,UVR,"147,4689"
1995,09-03-2005,Diario,UVR,UVR,"147,5119"
1996,10-03-2005,Diario,UVR,UVR,"147,5549"
1997,11-03-2005,Diario,UVR,UVR,"147,598"
1998,12-03-2005,Diario,UVR,UVR,"147,641"
1999,13-03-2005,Diario,UVR,UVR,"147,6841"
2000,14-03-2005,Diario,UVR,UVR,"147,7272"
2001,15-03-2005,Diario,UVR,UVR,"147,7703"
2002,16-03-2005,Diario,UVR,UVR,"147,8187"
2003,17-03-2005,Diario,UVR,UVR,"147,8671"
2004,18-03-2005,Diario,UVR,UVR,"147,9155"
2005,19-03-2005,Diario,UVR,UVR,"147,9639"
2006,20-03-2005,Diario,UVR,UVR,"148,0124"
2007,21-03-2005,Diario,UVR,UVR,"148,0608"
2008,22-03-2005,Diario,UVR,UVR,"148,1093"
2009,23-03-2005,Diario,UVR,UVR,"148,1578"
2010,24-03-2005,Diario,UVR,UVR,"148,2063"
2011,25-03-2005,Diario,UVR,UVR,"148,2548"
2012,26-03-2005,Diario,UVR,UVR,"148,3034"
2013,27-03-2005,Diario,UVR,UVR,"148,3519"
2014,28-03-2005,Diario,UVR,UVR,"148,4005"
2015,29-03-2005,Diario,UVR,UVR,"148,4491"
2016,30-03-2005,Diario,UVR,UVR,"148,4977"
2017,31-03-2005,Diario,UVR,UVR,"148,5463"
2018,01-04-2005,Diario,UVR,UVR,"148,595"
2019,02-04-2005,Diario,UVR,UVR,"148,6436"
2020,03-04-2005,Diario,UVR,UVR,"148,6923"
2021,04-04-2005,Diario,UVR,UVR,"148,741"
2022,05-04-2005,Diario,UVR,UVR,"148,7897"
2023,06-04-2005,Diario,UVR,UVR,"148,8384"
2024,07-04-2005,Diario,UVR,UVR,"148,8871"
2025,08-04-2005,Diario,UVR,UVR,"148,9359"
2026,09-04-2005,Diario,UVR,UVR,"148,9846"
2027,10-04-2005,Diario,UVR,UVR,"149,0334"
2028,11-04-2005,Diario,UVR,UVR,"149,0822"
2029,12-04-2005,Diario,UVR,UVR,"149,131"
2030,13-04-2005,Diario,UVR,UVR,"149,1799"
2031,14-04-2005,Diario,UVR,UVR,"149,2287"
2032,15-04-2005,Diario,UVR,UVR,"149,2776"
2033,16-04-2005,Diario,UVR,UVR,"149,3158"
2034,17-04-2005,Diario,UVR,UVR,"149,354"
2035,18-04-2005,Diario,UVR,UVR,"149,3921"
2036,19-04-2005,Diario,UVR,UVR,"149,4303"
2037,20-04-2005,Diario,UVR,UVR,"149,4686"
2038,21-04-2005,Diario,UVR,UVR,"149,5068"
2039,22-04-2005,Diario,UVR,UVR,"149,545"
2040,23-04-2005,Diario,UVR,UVR,"149,5833"
2041,24-04-2005,Diario,UVR,UVR,"149,6215"
2042,25-04-2005,Diario,UVR,UVR,"149,6598"
2043,26-04-2005,Diario,UVR,UVR,"149,698"
2044,27-04-2005,Diario,UVR,UVR,"149,7363"
2045,28-04-2005,Diario,UVR,UVR,"149,7746"
2046,29-04-2005,Diario,UVR,UVR,"149,8129"
2047,30-04-2005,Diario,UVR,UVR,"149,8512"
2048,01-05-2005,Diario,UVR,UVR,"149,8895"
2049,02-05-2005,Diario,UVR,UVR,"149,9279"
2050,03-05-2005,Diario,UVR,UVR,"149,9662"
2051,04-05-2005,Diario,UVR,UVR,"150,0046"
2052,05-05-2005,Diario,UVR,UVR,"150,0429"
2053,06-05-2005,Diario,UVR,UVR,"150,0813"
2054,07-05-2005,Diario,UVR,UVR,"150,1197"
2055,08-05-2005,Diario,UVR,UVR,"150,158"
2056,09-05-2005,Diario,UVR,UVR,"150,1964"
2057,10-05-2005,Diario,UVR,UVR,"150,2349"
2058,11-05-2005,Diario,UVR,UVR,"150,2733"
2059,12-05-2005,Diario,UVR,UVR,"150,3117"
2060,13-05-2005,Diario,UVR,UVR,"150,3501"
2061,14-05-2005,Diario,UVR,UVR,"150,3886"
2062,15-05-2005,Diario,UVR,UVR,"150,427"
2063,16-05-2005,Diario,UVR,UVR,"150,4483"
2064,17-05-2005,Diario,UVR,UVR,"150,4696"
2065,18-05-2005,Diario,UVR,UVR,"150,4909"
2066,19-05-2005,Diario,UVR,UVR,"150,5122"
2067,20-05-2005,Diario,UVR,UVR,"150,5336"
2068,21-05-2005,Diario,UVR,UVR,"150,5549"
2069,22-05-2005,Diario,UVR,UVR,"150,5762"
2070,23-05-2005,Diario,UVR,UVR,"150,5975"
2071,24-05-2005,Diario,UVR,UVR,"150,6189"
2072,25-05-2005,Diario,UVR,UVR,"150,6402"
2073,26-05-2005,Diario,UVR,UVR,"150,6615"
2074,27-05-2005,Diario,UVR,UVR,"150,6829"
2075,28-05-2005,Diario,UVR,UVR,"150,7042"
2076,29-05-2005,Diario,UVR,UVR,"150,7256"
2077,30-05-2005,Diario,UVR,UVR,"150,7469"
2078,31-05-2005,Diario,UVR,UVR,"150,7683"
2079,01-06-2005,Diario,UVR,UVR,"150,7896"
2080,02-06-2005,Diario,UVR,UVR,"150,811"
2081,03-06-2005,Diario,UVR,UVR,"150,8323"
2082,04-06-2005,Diario,UVR,UVR,"150,8537"
2083,05-06-2005,Diario,UVR,UVR,"150,8751"
2084,06-06-2005,Diario,UVR,UVR,"150,8964"
2085,07-06-2005,Diario,UVR,UVR,"150,9178"
2086,08-06-2005,Diario,UVR,UVR,"150,9392"
2087,09-06-2005,Diario,UVR,UVR,"150,9605"
2088,10-06-2005,Diario,UVR,UVR,"150,9819"
2089,11-06-2005,Diario,UVR,UVR,"151,0033"
2090,12-06-2005,Diario,UVR,UVR,"151,0247"
2091,13-06-2005,Diario,UVR,UVR,"151,0461"
2092,14-06-2005,Diario,UVR,UVR,"151,0675"
2093,15-06-2005,Diario,UVR,UVR,"151,0889"
2094,16-06-2005,Diario,UVR,UVR,"151,1095"
2095,17-06-2005,Diario,UVR,UVR,"151,1301"
2096,18-06-2005,Diario,UVR,UVR,"151,1507"
2097,19-06-2005,Diario,UVR,UVR,"151,1713"
2098,20-06-2005,Diario,UVR,UVR,"151,192"
2099,21-06-2005,Diario,UVR,UVR,"151,2126"
2100,22-06-2005,Diario,UVR,UVR,"151,2332"
2101,23-06-2005,Diario,UVR,UVR,"151,2538"
2102,24-06-2005,Diario,UVR,UVR,"151,2745"
2103,25-06-2005,Diario,UVR,UVR,"151,2951"
2104,26-06-2005,Diario,UVR,UVR,"151,3157"
2105,27-06-2005,Diario,UVR,UVR,"151,3364"
2106,28-06-2005,Diario,UVR,UVR,"151,357"
2107,29-06-2005,Diario,UVR,UVR,"151,3777"
2108,30-06-2005,Diario,UVR,UVR,"151,3983"
2109,01-07-2005,Diario,UVR,UVR,"151,419"
2110,02-07-2005,Diario,UVR,UVR,"151,4396"
2111,03-07-2005,Diario,UVR,UVR,"151,4603"
2112,04-07-2005,Diario,UVR,UVR,"151,4809"
2113,05-07-2005,Diario,UVR,UVR,"151,5016"
2114,06-07-2005,Diario,UVR,UVR,"151,5223"
2115,07-07-2005,Diario,UVR,UVR,"151,5429"
2116,08-07-2005,Diario,UVR,UVR,"151,5636"
2117,09-07-2005,Diario,UVR,UVR,"151,5843"
2118,10-07-2005,Diario,UVR,UVR,"151,6049"
2119,11-07-2005,Diario,UVR,UVR,"151,6256"
2120,12-07-2005,Diario,UVR,UVR,"151,6463"
2121,13-07-2005,Diario,UVR,UVR,"151,667"
2122,14-07-2005,Diario,UVR,UVR,"151,6877"
2123,15-07-2005,Diario,UVR,UVR,"151,7084"
2124,16-07-2005,Diario,UVR,UVR,"151,7279"
2125,17-07-2005,Diario,UVR,UVR,"151,7475"
2126,18-07-2005,Diario,UVR,UVR,"151,767"
2127,19-07-2005,Diario,UVR,UVR,"151,7866"
2128,20-07-2005,Diario,UVR,UVR,"151,8061"
2129,21-07-2005,Diario,UVR,UVR,"151,8257"
2130,22-07-2005,Diario,UVR,UVR,"151,8452"
2131,23-07-2005,Diario,UVR,UVR,"151,8648"
2132,24-07-2005,Diario,UVR,UVR,"151,8843"
2133,25-07-2005,Diario,UVR,UVR,"151,9039"
