,date,Granularidad,Indicador,Unidad,Valor
0,01-01-1990,Anual,IVA,COP,411482
1,01-01-1991,Anual,IVA,COP,628340
2,01-01-1992,Anual,IVA,COP,894653
3,01-01-1993,Anual,IVA,COP,1359344
4,01-01-1994,Anual,IVA,COP,1801397
5,01-01-1995,Anual,IVA,COP,2218156
6,01-01-1996,Anual,IVA,COP,3412537
7,01-01-1997,Anual,IVA,COP,4010276
8,01-01-1998,Anual,IVA,COP,4512718
9,01-01-1999,Anual,IVA,COP,4934015
10,01-01-2000,Anual,IVA,COP,5789588.730359226
11,01-01-2001,Anual,IVA,COP,7322401.820772237
12,01-01-2002,Anual,IVA,COP,7951042.492911259
13,01-01-2003,Anual,IVA,COP,9672157.254809268
14,01-01-2004,Anual,IVA,COP,11010806.088457314
15,01-01-2005,Anual,IVA,COP,12184699.246262275
16,01-01-2006,Anual,IVA,COP,14129092.986480052
17,01-01-2007,Anual,IVA,COP,17059745.041436613
18,01-01-2008,Anual,IVA,COP,18857401
19,01-01-2009,Anual,IVA,COP,19454512.48257403
20,01-01-2010,Anual,IVA,COP,21664559.784834743
21,01-01-2011,Anual,IVA,COP,25106967.312559288
22,01-01-2012,Anual,IVA,COP,26544725.23842985
23,01-01-2013,Anual,IVA,COP,25266408.311233502
24,01-01-2014,Anual,IVA,COP,28313654
25,01-01-2015,Anual,IVA,COP,29598672
26,01-01-2016,Anual,IVA,COP,30686589.408293337
27,01-01-2017,Anual,IVA,COP,37516564.027893715
28,01-01-2018,Anual,IVA,COP,40856077.707522005
29,01-01-2019,Anual,IVA,COP,44239490.9647754
30,01-01-2020,Anual,IVA,COP,39498649.329391904
31,01-01-2021,Anual,IVA,COP,46605768.87825497
32,01-01-2022,Anual,IVA,COP,56439519.18236184
33,01-01-2023,Anual,IVA,COP,20263912.164629962
34,01-01-1990,Anual,Paridad de poder adquisitivo,PPA,137.334953
35,01-01-1991,Anual,Paridad de poder adquisitivo,PPA,168.679453
36,01-01-1992,Anual,Paridad de poder adquisitivo,PPA,203.818544
37,01-01-1993,Anual,Paridad de poder adquisitivo,PPA,248.512945
38,01-01-1994,Anual,Paridad de poder adquisitivo,PPA,308.382512
39,01-01-1995,Anual,Paridad de poder adquisitivo,PPA,368.204539
40,01-01-1996,Anual,Paridad de poder adquisitivo,PPA,432.881756
41,01-01-1997,Anual,Paridad de poder adquisitivo,PPA,508.11811
42,01-01-1998,Anual,Paridad de poder adquisitivo,PPA,588.528522
43,01-01-1999,Anual,Paridad de poder adquisitivo,PPA,667.754506
44,01-01-2000,Anual,Paridad de poder adquisitivo,PPA,743.254866
45,01-01-2001,Anual,Paridad de poder adquisitivo,PPA,779.778986
46,01-01-2002,Anual,Paridad de poder adquisitivo,PPA,819.642123
47,01-01-2003,Anual,Paridad de poder adquisitivo,PPA,878.84745
48,01-01-2004,Anual,Paridad de poder adquisitivo,PPA,922.900219
49,01-01-2005,Anual,Paridad de poder adquisitivo,PPA,961.019959
50,01-01-2006,Anual,Paridad de poder adquisitivo,PPA,986.396773
51,01-01-2007,Anual,Paridad de poder adquisitivo,PPA,1010.402682
52,01-01-2008,Anual,Paridad de poder adquisitivo,PPA,1067.501015
53,01-01-2009,Anual,Paridad de poder adquisitivo,PPA,1103.811854
54,01-01-2010,Anual,Paridad de poder adquisitivo,PPA,1132.203391
55,01-01-2011,Anual,Paridad de poder adquisitivo,PPA,1179.998238
56,01-01-2012,Anual,Paridad de poder adquisitivo,PPA,1215.696024
57,01-01-2013,Anual,Paridad de poder adquisitivo,PPA,1218.821028
58,01-01-2014,Anual,Paridad de poder adquisitivo,PPA,1232.8894
59,01-01-2015,Anual,Paridad de poder adquisitivo,PPA,1289.323671
60,01-01-2016,Anual,Paridad de poder adquisitivo,PPA,1298.142605
61,01-01-2017,Anual,Paridad de poder adquisitivo,PPA,1328.016627
62,01-01-2018,Anual,Paridad de poder adquisitivo,PPA,1322.160543
63,01-01-2019,Anual,Paridad de poder adquisitivo,PPA,1330.757328
64,01-01-2020,Anual,Paridad de poder adquisitivo,PPA,1297.100384
65,01-01-2021,Anual,Paridad de poder adquisitivo,PPA,1353.37981
66,01-01-2022,Anual,Paridad de poder adquisitivo,PPA,1440.025311
67,01-01-1990,Anual,Salario minimo,COP,41025.0
68,01-01-1991,Anual,Salario minimo,COP,51720.0
69,01-01-1992,Anual,Salario minimo,COP,65190.0
70,01-01-1993,Anual,Salario minimo,COP,81510.0
71,01-01-1994,Anual,Salario minimo,COP,98700.0
72,01-01-1995,Anual,Salario minimo,COP,118934.0
73,01-01-1996,Anual,Salario minimo,COP,142125.0
74,01-01-1997,Anual,Salario minimo,COP,172005.0
75,01-01-1998,Anual,Salario minimo,COP,203826.0
76,01-01-1999,Anual,Salario minimo,COP,236460.0
77,01-01-2000,Anual,Salario minimo,COP,260100.0
78,01-01-2001,Anual,Salario minimo,COP,286000.0
79,01-01-2002,Anual,Salario minimo,COP,309000.0
80,01-01-2003,Anual,Salario minimo,COP,332000.0
81,01-01-2004,Anual,Salario minimo,COP,358000.0
82,01-01-2005,Anual,Salario minimo,COP,381500.0
83,01-01-2006,Anual,Salario minimo,COP,408000.0
84,01-01-2007,Anual,Salario minimo,COP,433700.0
85,01-01-2008,Anual,Salario minimo,COP,461500.0
86,01-01-2009,Anual,Salario minimo,COP,496900.0
87,01-01-2010,Anual,Salario minimo,COP,515000.0
88,01-01-2011,Anual,Salario minimo,COP,535600.0
89,01-01-2012,Anual,Salario minimo,COP,566700.0
90,01-01-2013,Anual,Salario minimo,COP,589500.0
91,01-01-2014,Anual,Salario minimo,COP,616000.0
92,01-01-2015,Anual,Salario minimo,COP,644350.0
93,01-01-2016,Anual,Salario minimo,COP,689455.0
94,01-01-2017,Anual,Salario minimo,COP,737717.0
95,01-01-2018,Anual,Salario minimo,COP,781242.0
96,01-01-2019,Anual,Salario minimo,COP,828116.0
97,01-01-2020,Anual,Salario minimo,COP,877803.0
98,01-01-2021,Anual,Salario minimo,COP,908526.0
99,01-01-2022,Anual,Salario minimo,COP,1000000.0
100,01-01-2023,Anual,Salario minimo,COP,1160000.0
101,01-01-2000,Diario,UVR,UVR,"103,3396"
102,02-01-2000,Diario,UVR,UVR,"103,3556"
103,03-01-2000,Diario,UVR,UVR,"103,3715"
104,04-01-2000,Diario,UVR,UVR,"103,3875"
105,05-01-2000,Diario,UVR,UVR,"103,4035"
106,06-01-2000,Diario,UVR,UVR,"103,4195"
107,07-01-2000,Diario,UVR,UVR,"103,4354"
108,08-01-2000,Diario,UVR,UVR,"103,4514"
109,09-01-2000,Diario,UVR,UVR,"103,4674"
110,10-01-2000,Diario,UVR,UVR,"103,4834"
111,11-01-2000,Diario,UVR,UVR,"103,4994"
112,12-01-2000,Diario,UVR,UVR,"103,5153"
113,13-01-2000,Diario,UVR,UVR,"103,5313"
114,14-01-2000,Diario,UVR,UVR,"103,5473"
115,15-01-2000,Diario,UVR,UVR,"103,5633"
116,16-01-2000,Diario,UVR,UVR,"103,581"
117,17-01-2000,Diario,UVR,UVR,"103,5986"
118,18-01-2000,Diario,UVR,UVR,"103,6163"
119,19-01-2000,Diario,UVR,UVR,"103,634"
120,20-01-2000,Diario,UVR,UVR,"103,6516"
121,21-01-2000,Diario,UVR,UVR,"103,6693"
122,22-01-2000,Diario,UVR,UVR,"103,687"
123,23-01-2000,Diario,UVR,UVR,"103,7047"
124,24-01-2000,Diario,UVR,UVR,"103,7224"
125,25-01-2000,Diario,UVR,UVR,"103,74"
126,26-01-2000,Diario,UVR,UVR,"103,7577"
127,27-01-2000,Diario,UVR,UVR,"103,7754"
128,28-01-2000,Diario,UVR,UVR,"103,7931"
129,29-01-2000,Diario,UVR,UVR,"103,8108"
130,30-01-2000,Diario,UVR,UVR,"103,8285"
131,31-01-2000,Diario,UVR,UVR,"103,8462"
132,01-02-2000,Diario,UVR,UVR,"103,8639"
133,02-02-2000,Diario,UVR,UVR,"103,8817"
134,03-02-2000,Diario,UVR,UVR,"103,8994"
135,04-02-2000,Diario,UVR,UVR,"103,9171"
136,05-02-2000,Diario,UVR,UVR,"103,9348"
137,06-02-2000,Diario,UVR,UVR,"103,9525"
138,07-02-2000,Diario,UVR,UVR,"103,9703"
139,08-02-2000,Diario,UVR,UVR,"103,988"
140,09-02-2000,Diario,UVR,UVR,"104,0057"
141,10-02-2000,Diario,UVR,UVR,"104,0235"
142,11-02-2000,Diario,UVR,UVR,"104,0412"
143,12-02-2000,Diario,UVR,UVR,"104,0589"
144,13-02-2000,Diario,UVR,UVR,"104,0767"
145,14-02-2000,Diario,UVR,UVR,"104,0944"
146,15-02-2000,Diario,UVR,UVR,"104,1122"
147,16-02-2000,Diario,UVR,UVR,"104,1582"
148,17-02-2000,Diario,UVR,UVR,"104,2043"
149,18-02-2000,Diario,UVR,UVR,"104,2503"
150,19-02-2000,Diario,UVR,UVR,"104,2964"
151,20-02-2000,Diario,UVR,UVR,"104,3425"
152,21-02-2000,Diario,UVR,UVR,"104,3887"
153,22-02-2000,Diario,UVR,UVR,"104,4348"
154,23-02-2000,Diario,UVR,UVR,"104,481"
155,24-02-2000,Diario,UVR,UVR,"104,5272"
156,25-02-2000,Diario,UVR,UVR,"104,5734"
157,26-02-2000,Diario,UVR,UVR,"104,6196"
158,27-02-2000,Diario,UVR,UVR,"104,6659"
159,28-02-2000,Diario,UVR,UVR,"104,7121"
160,29-02-2000,Diario,UVR,UVR,"104,7584"
161,01-03-2000,Diario,UVR,UVR,"104,8047"
162,02-03-2000,Diario,UVR,UVR,"104,8511"
163,03-03-2000,Diario,UVR,UVR,"104,8974"
164,04-03-2000,Diario,UVR,UVR,"104,9438"
165,05-03-2000,Diario,UVR,UVR,"104,9902"
166,06-03-2000,Diario,UVR,UVR,"105,0366"
167,07-03-2000,Diario,UVR,UVR,"105,083"
168,08-03-2000,Diario,UVR,UVR,"105,1295"
169,09-03-2000,Diario,UVR,UVR,"105,176"
170,10-03-2000,Diario,UVR,UVR,"105,2225"
171,11-03-2000,Diario,UVR,UVR,"105,269"
172,12-03-2000,Diario,UVR,UVR,"105,3155"
173,13-03-2000,Diario,UVR,UVR,"105,3621"
174,14-03-2000,Diario,UVR,UVR,"105,4086"
175,15-03-2000,Diario,UVR,UVR,"105,4552"
176,16-03-2000,Diario,UVR,UVR,"105,5326"
177,17-03-2000,Diario,UVR,UVR,"105,61"
178,18-03-2000,Diario,UVR,UVR,"105,6875"
179,19-03-2000,Diario,UVR,UVR,"105,7651"
180,20-03-2000,Diario,UVR,UVR,"105,8427"
181,21-03-2000,Diario,UVR,UVR,"105,9204"
182,22-03-2000,Diario,UVR,UVR,"105,9981"
183,23-03-2000,Diario,UVR,UVR,"106,0759"
184,24-03-2000,Diario,UVR,UVR,"106,1537"
185,25-03-2000,Diario,UVR,UVR,"106,2316"
186,26-03-2000,Diario,UVR,UVR,"106,3095"
187,27-03-2000,Diario,UVR,UVR,"106,3876"
188,28-03-2000,Diario,UVR,UVR,"106,4656"
189,29-03-2000,Diario,UVR,UVR,"106,5437"
190,30-03-2000,Diario,UVR,UVR,"106,6219"
191,31-03-2000,Diario,UVR,UVR,"106,7002"
192,01-04-2000,Diario,UVR,UVR,"106,7785"
193,02-04-2000,Diario,UVR,UVR,"106,8568"
194,03-04-2000,Diario,UVR,UVR,"106,9352"
195,04-04-2000,Diario,UVR,UVR,"107,0137"
196,05-04-2000,Diario,UVR,UVR,"107,0922"
197,06-04-2000,Diario,UVR,UVR,"107,1708"
198,07-04-2000,Diario,UVR,UVR,"107,2495"
199,08-04-2000,Diario,UVR,UVR,"107,3282"
200,09-04-2000,Diario,UVR,UVR,"107,4069"
201,10-04-2000,Diario,UVR,UVR,"107,4857"
202,11-04-2000,Diario,UVR,UVR,"107,5646"
203,12-04-2000,Diario,UVR,UVR,"107,6435"
204,13-04-2000,Diario,UVR,UVR,"107,7225"
205,14-04-2000,Diario,UVR,UVR,"107,8016"
206,15-04-2000,Diario,UVR,UVR,"107,8807"
207,16-04-2000,Diario,UVR,UVR,"107,9417"
208,17-04-2000,Diario,UVR,UVR,"108,0027"
209,18-04-2000,Diario,UVR,UVR,"108,0638"
210,19-04-2000,Diario,UVR,UVR,"108,1249"
211,20-04-2000,Diario,UVR,UVR,"108,186"
212,21-04-2000,Diario,UVR,UVR,"108,2472"
213,22-04-2000,Diario,UVR,UVR,"108,3084"
214,23-04-2000,Diario,UVR,UVR,"108,3696"
215,24-04-2000,Diario,UVR,UVR,"108,4308"
216,25-04-2000,Diario,UVR,UVR,"108,4921"
217,26-04-2000,Diario,UVR,UVR,"108,5535"
218,27-04-2000,Diario,UVR,UVR,"108,6149"
219,28-04-2000,Diario,UVR,UVR,"108,6763"
220,29-04-2000,Diario,UVR,UVR,"108,7377"
221,30-04-2000,Diario,UVR,UVR,"108,7992"
222,01-05-2000,Diario,UVR,UVR,"108,8607"
223,02-05-2000,Diario,UVR,UVR,"108,9222"
224,03-05-2000,Diario,UVR,UVR,"108,9838"
225,04-05-2000,Diario,UVR,UVR,"109,0454"
226,05-05-2000,Diario,UVR,UVR,"109,1071"
227,06-05-2000,Diario,UVR,UVR,"109,1687"
228,07-05-2000,Diario,UVR,UVR,"109,2305"
229,08-05-2000,Diario,UVR,UVR,"109,2922"
230,09-05-2000,Diario,UVR,UVR,"109,354"
231,10-05-2000,Diario,UVR,UVR,"109,4158"
232,11-05-2000,Diario,UVR,UVR,"109,4777"
233,12-05-2000,Diario,UVR,UVR,"109,5396"
234,13-05-2000,Diario,UVR,UVR,"109,6015"
235,14-05-2000,Diario,UVR,UVR,"109,6635"
236,15-05-2000,Diario,UVR,UVR,"109,7255"
237,16-05-2000,Diario,UVR,UVR,"109,7607"
238,17-05-2000,Diario,UVR,UVR,"109,796"
239,18-05-2000,Diario,UVR,UVR,"109,8312"
240,19-05-2000,Diario,UVR,UVR,"109,8665"
241,20-05-2000,Diario,UVR,UVR,"109,9017"
242,21-05-2000,Diario,UVR,UVR,"109,937"
243,22-05-2000,Diario,UVR,UVR,"109,9723"
244,23-05-2000,Diario,UVR,UVR,"110,0076"
245,24-05-2000,Diario,UVR,UVR,"110,0429"
246,25-05-2000,Diario,UVR,UVR,"110,0783"
247,26-05-2000,Diario,UVR,UVR,"110,1136"
248,27-05-2000,Diario,UVR,UVR,"110,1489"
249,28-05-2000,Diario,UVR,UVR,"110,1843"
250,29-05-2000,Diario,UVR,UVR,"110,2197"
251,30-05-2000,Diario,UVR,UVR,"110,2551"
252,31-05-2000,Diario,UVR,UVR,"110,2905"
253,01-06-2000,Diario,UVR,UVR,"110,3259"
254,02-06-2000,Diario,UVR,UVR,"110,3613"
255,03-06-2000,Diario,UVR,UVR,"110,3967"
256,04-06-2000,Diario,UVR,UVR,"110,4322"
257,05-06-2000,Diario,UVR,UVR,"110,4676"
258,06-06-2000,Diario,UVR,UVR,"110,5031"
259,07-06-2000,Diario,UVR,UVR,"110,5385"
260,08-06-2000,Diario,UVR,UVR,"110,574"
261,09-06-2000,Diario,UVR,UVR,"110,6095"
262,10-06-2000,Diario,UVR,UVR,"110,645"
263,11-06-2000,Diario,UVR,UVR,"110,6806"
264,12-06-2000,Diario,UVR,UVR,"110,7161"
265,13-06-2000,Diario,UVR,UVR,"110,7516"
266,14-06-2000,Diario,UVR,UVR,"110,7872"
267,15-06-2000,Diario,UVR,UVR,"110,8228"
268,16-06-2000,Diario,UVR,UVR,"110,842"
269,17-06-2000,Diario,UVR,UVR,"110,8611"
270,18-06-2000,Diario,UVR,UVR,"110,8803"
271,19-06-2000,Diario,UVR,UVR,"110,8995"
272,20-06-2000,Diario,UVR,UVR,"110,9186"
273,21-06-2000,Diario,UVR,UVR,"110,9378"
274,22-06-2000,Diario,UVR,UVR,"110,957"
275,23-06-2000,Diario,UVR,UVR,"110,9762"
276,24-06-2000,Diario,UVR,UVR,"110,9954"
277,25-06-2000,Diario,UVR,UVR,"111,0146"
278,26-06-2000,Diario,UVR,UVR,"111,0338"
279,27-06-2000,Diario,UVR,UVR,"111,053"
280,28-06-2000,Diario,UVR,UVR,"111,0722"
281,29-06-2000,Diario,UVR,UVR,"111,0914"
282,30-06-2000,Diario,UVR,UVR,"111,1106"
283,01-07-2000,Diario,UVR,UVR,"111,1298"
284,02-07-2000,Diario,UVR,UVR,"111,149"
285,03-07-2000,Diario,UVR,UVR,"111,1682"
286,04-07-2000,Diario,UVR,UVR,"111,1874"
287,05-07-2000,Diario,UVR,UVR,"111,2067"
288,06-07-2000,Diario,UVR,UVR,"111,2259"
289,07-07-2000,Diario,UVR,UVR,"111,2451"
290,08-07-2000,Diario,UVR,UVR,"111,2643"
291,09-07-2000,Diario,UVR,UVR,"111,2836"
292,10-07-2000,Diario,UVR,UVR,"111,3028"
293,11-07-2000,Diario,UVR,UVR,"111,3221"
294,12-07-2000,Diario,UVR,UVR,"111,3413"
295,13-07-2000,Diario,UVR,UVR,"111,3606"
296,14-07-2000,Diario,UVR,UVR,"111,3798"
297,15-07-2000,Diario,UVR,UVR,"111,3991"
298,16-07-2000,Diario,UVR,UVR,"111,3984"
299,17-07-2000,Diario,UVR,UVR,"111,3977"
300,18-07-2000,Diario,UVR,UVR,"111,3969"
301,19-07-2000,Diario,UVR,UVR,"111,3962"
302,20-07-2000,Diario,UVR,UVR,"111,3955"
303,21-07-2000,Diario,UVR,UVR,"111,3948"
304,22-07-2000,Diario,UVR,UVR,"111,3941"
305,23-07-2000,Diario,UVR,UVR,"111,3933"
306,24-07-2000,Diario,UVR,UVR,"111,3926"
307,25-07-2000,Diario,UVR,UVR,"111,3919"
308,26-07-2000,Diario,UVR,UVR,"111,3912"
309,27-07-2000,Diario,UVR,UVR,"111,3905"
310,28-07-2000,Diario,UVR,UVR,"111,3898"
311,29-07-2000,Diario,UVR,UVR,"111,389"
312,30-07-2000,Diario,UVR,UVR,"111,3883"
313,31-07-2000,Diario,UVR,UVR,"111,3876"
314,01-08-2000,Diario,UVR,UVR,"111,3869"
315,02-08-2000,Diario,UVR,UVR,"111,3862"
316,03-08-2000,Diario,UVR,UVR,"111,3854"
317,04-08-2000,Diario,UVR,UVR,"111,3847"
318,05-08-2000,Diario,UVR,UVR,"111,384"
319,06-08-2000,Diario,UVR,UVR,"111,3833"
320,07-08-2000,Diario,UVR,UVR,"111,3826"
321,08-08-2000,Diario,UVR,UVR,"111,3819"
322,09-08-2000,Diario,UVR,UVR,"111,3811"
323,10-08-2000,Diario,UVR,UVR,"111,3804"
324,11-08-2000,Diario,UVR,UVR,"111,3797"
325,12-08-2000,Diario,UVR,UVR,"111,379"
326,13-08-2000,Diario,UVR,UVR,"111,3783"
327,14-08-2000,Diario,UVR,UVR,"111,3775"
328,15-08-2000,Diario,UVR,UVR,"111,3768"
329,16-08-2000,Diario,UVR,UVR,"111,3754"
330,17-08-2000,Diario,UVR,UVR,"111,3739"
331,18-08-2000,Diario,UVR,UVR,"111,3725"
332,19-08-2000,Diario,UVR,UVR,"111,3711"
333,20-08-2000,Diario,UVR,UVR,"111,3696"
334,21-08-2000,Diario,UVR,UVR,"111,3682"
335,22-08-2000,Diario,UVR,UVR,"111,3667"
336,23-08-2000,Diario,UVR,UVR,"111,3653"
337,24-08-2000,Diario,UVR,UVR,"111,3639"
338,25-08-2000,Diario,UVR,UVR,"111,3624"
339,26-08-2000,Diario,UVR,UVR,"111,361"
340,27-08-2000,Diario,UVR,UVR,"111,3596"
341,28-08-2000,Diario,UVR,UVR,"111,3581"
342,29-08-2000,Diario,UVR,UVR,"111,3567"
343,30-08-2000,Diario,UVR,UVR,"111,3552"
344,31-08-2000,Diario,UVR,UVR,"111,3538"
345,01-09-2000,Diario,UVR,UVR,"111,3524"
346,02-09-2000,Diario,UVR,UVR,"111,3509"
347,03-09-2000,Diario,UVR,UVR,"111,3495"
348,04-09-2000,Diario,UVR,UVR,"111,3481"
349,05-09-2000,Diario,UVR,UVR,"111,3466"
350,06-09-2000,Diario,UVR,UVR,"111,3452"
351,07-09-2000,Diario,UVR,UVR,"111,3437"
352,08-09-2000,Diario,UVR,UVR,"111,3423"
353,09-09-2000,Diario,UVR,UVR,"111,3409"
354,10-09-2000,Diario,UVR,UVR,"111,3394"
355,11-09-2000,Diario,UVR,UVR,"111,338"
356,12-09-2000,Diario,UVR,UVR,"111,3366"
357,13-09-2000,Diario,UVR,UVR,"111,3351"
358,14-09-2000,Diario,UVR,UVR,"111,3337"
359,15-09-2000,Diario,UVR,UVR,"111,3322"
360,16-09-2000,Diario,UVR,UVR,"111,3441"
361,17-09-2000,Diario,UVR,UVR,"111,3559"
362,18-09-2000,Diario,UVR,UVR,"111,3678"
363,19-09-2000,Diario,UVR,UVR,"111,3796"
364,20-09-2000,Diario,UVR,UVR,"111,3915"
365,21-09-2000,Diario,UVR,UVR,"111,4034"
366,22-09-2000,Diario,UVR,UVR,"111,4152"
367,23-09-2000,Diario,UVR,UVR,"111,4271"
368,24-09-2000,Diario,UVR,UVR,"111,439"
369,25-09-2000,Diario,UVR,UVR,"111,4508"
370,26-09-2000,Diario,UVR,UVR,"111,4627"
371,27-09-2000,Diario,UVR,UVR,"111,4746"
372,28-09-2000,Diario,UVR,UVR,"111,4864"
373,29-09-2000,Diario,UVR,UVR,"111,4983"
374,30-09-2000,Diario,UVR,UVR,"111,5102"
375,01-10-2000,Diario,UVR,UVR,"111,5221"
376,02-10-2000,Diario,UVR,UVR,"111,5339"
377,03-10-2000,Diario,UVR,UVR,"111,5458"
378,04-10-2000,Diario,UVR,UVR,"111,5577"
379,05-10-2000,Diario,UVR,UVR,"111,5696"
380,06-10-2000,Diario,UVR,UVR,"111,5815"
381,07-10-2000,Diario,UVR,UVR,"111,5933"
382,08-10-2000,Diario,UVR,UVR,"111,6052"
383,09-10-2000,Diario,UVR,UVR,"111,6171"
384,10-10-2000,Diario,UVR,UVR,"111,629"
385,11-10-2000,Diario,UVR,UVR,"111,6409"
386,12-10-2000,Diario,UVR,UVR,"111,6528"
387,13-10-2000,Diario,UVR,UVR,"111,6647"
388,14-10-2000,Diario,UVR,UVR,"111,6766"
389,15-10-2000,Diario,UVR,UVR,"111,6885"
390,16-10-2000,Diario,UVR,UVR,"111,704"
391,17-10-2000,Diario,UVR,UVR,"111,7194"
392,18-10-2000,Diario,UVR,UVR,"111,7349"
393,19-10-2000,Diario,UVR,UVR,"111,7504"
394,20-10-2000,Diario,UVR,UVR,"111,7658"
395,21-10-2000,Diario,UVR,UVR,"111,7813"
396,22-10-2000,Diario,UVR,UVR,"111,7968"
397,23-10-2000,Diario,UVR,UVR,"111,8122"
398,24-10-2000,Diario,UVR,UVR,"111,8277"
399,25-10-2000,Diario,UVR,UVR,"111,8432"
400,26-10-2000,Diario,UVR,UVR,"111,8587"
401,27-10-2000,Diario,UVR,UVR,"111,8742"
402,28-10-2000,Diario,UVR,UVR,"111,8896"
403,29-10-2000,Diario,UVR,UVR,"111,9051"
404,30-10-2000,Diario,UVR,UVR,"111,9206"
405,31-10-2000,Diario,UVR,UVR,"111,9361"
406,01-11-2000,Diario,UVR,UVR,"111,9516"
407,02-11-2000,Diario,UVR,UVR,"111,9671"
408,03-11-2000,Diario,UVR,UVR,"111,9826"
409,04-11-2000,Diario,UVR,UVR,"111,9981"
410,05-11-2000,Diario,UVR,UVR,"112,0136"
411,06-11-2000,Diario,UVR,UVR,"112,0291"
412,07-11-2000,Diario,UVR,UVR,"112,0446"
413,08-11-2000,Diario,UVR,UVR,"112,0601"
414,09-11-2000,Diario,UVR,UVR,"112,0756"
415,10-11-2000,Diario,UVR,UVR,"112,0912"
416,11-11-2000,Diario,UVR,UVR,"112,1067"
417,12-11-2000,Diario,UVR,UVR,"112,1222"
418,13-11-2000,Diario,UVR,UVR,"112,1377"
419,14-11-2000,Diario,UVR,UVR,"112,1532"
420,15-11-2000,Diario,UVR,UVR,"112,1688"
421,16-11-2000,Diario,UVR,UVR,"112,1744"
422,17-11-2000,Diario,UVR,UVR,"112,18"
423,18-11-2000,Diario,UVR,UVR,"112,1856"
424,19-11-2000,Diario,UVR,UVR,"112,1912"
425,20-11-2000,Diario,UVR,UVR,"112,1968"
426,21-11-2000,Diario,UVR,UVR,"112,2024"
427,22-11-2000,Diario,UVR,UVR,"112,208"
428,23-11-2000,Diario,UVR,UVR,"112,2136"
429,24-11-2000,Diario,UVR,UVR,"112,2192"
430,25-11-2000,Diario,UVR,UVR,"112,2249"
431,26-11-2000,Diario,UVR,UVR,"112,2305"
432,27-11-2000,Diario,UVR,UVR,"112,2361"
433,28-11-2000,Diario,UVR,UVR,"112,2417"
434,29-11-2000,Diario,UVR,UVR,"112,2473"
435,30-11-2000,Diario,UVR,UVR,"112,2529"
436,01-12-2000,Diario,UVR,UVR,"112,2585"
437,02-12-2000,Diario,UVR,UVR,"112,2641"
438,03-12-2000,Diario,UVR,UVR,"112,2697"
439,04-12-2000,Diario,UVR,UVR,"112,2753"
440,05-12-2000,Diario,UVR,UVR,"112,2809"
441,06-12-2000,Diario,UVR,UVR,"112,2866"
442,07-12-2000,Diario,UVR,UVR,"112,2922"
443,08-12-2000,Diario,UVR,UVR,"112,2978"
444,09-12-2000,Diario,UVR,UVR,"112,3034"
445,10-12-2000,Diario,UVR,UVR,"112,309"
446,11-12-2000,Diario,UVR,UVR,"112,3146"
447,12-12-2000,Diario,UVR,UVR,"112,3202"
448,13-12-2000,Diario,UVR,UVR,"112,3258"
449,14-12-2000,Diario,UVR,UVR,"112,3314"
450,15-12-2000,Diario,UVR,UVR,"112,3371"
451,16-12-2000,Diario,UVR,UVR,"112,349"
452,17-12-2000,Diario,UVR,UVR,"112,361"
453,18-12-2000,Diario,UVR,UVR,"112,3729"
454,19-12-2000,Diario,UVR,UVR,"112,3849"
455,20-12-2000,Diario,UVR,UVR,"112,3968"
456,21-12-2000,Diario,UVR,UVR,"112,4088"
457,22-12-2000,Diario,UVR,UVR,"112,4207"
458,23-12-2000,Diario,UVR,UVR,"112,4327"
459,24-12-2000,Diario,UVR,UVR,"112,4446"
460,25-12-2000,Diario,UVR,UVR,"112,4566"
461,26-12-2000,Diario,UVR,UVR,"112,4685"
462,27-12-2000,Diario,UVR,UVR,"112,4805"
463,28-12-2000,Diario,UVR,UVR,"112,4924"
464,29-12-2000,Diario,UVR,UVR,"112,5044"
465,30-12-2000,Diario,UVR,UVR,"112,5163"
466,31-12-2000,Diario,UVR,UVR,"112,5283"
467,01-01-2001,Diario,UVR,UVR,"112,5402"
468,02-01-2001,Diario,UVR,UVR,"112,5522"
469,03-01-2001,Diario,UVR,UVR,"112,5642"
470,04-01-2001,Diario,UVR,UVR,"112,5761"
471,05-01-2001,Diario,UVR,UVR,"112,5881"
472,06-01-2001,Diario,UVR,UVR,"112,6001"
473,07-01-2001,Diario,UVR,UVR,"112,612"
474,08-01-2001,Diario,UVR,UVR,"112,624"
475,09-01-2001,Diario,UVR,UVR,"112,636"
476,10-01-2001,Diario,UVR,UVR,"112,6479"
477,11-01-2001,Diario,UVR,UVR,"112,6599"
478,12-01-2001,Diario,UVR,UVR,"112,6719"
479,13-01-2001,Diario,UVR,UVR,"112,6839"
480,14-01-2001,Diario,UVR,UVR,"112,6958"
481,15-01-2001,Diario,UVR,UVR,"112,7078"
482,16-01-2001,Diario,UVR,UVR,"112,7245"
483,17-01-2001,Diario,UVR,UVR,"112,7412"
484,18-01-2001,Diario,UVR,UVR,"112,7579"
485,19-01-2001,Diario,UVR,UVR,"112,7746"
486,20-01-2001,Diario,UVR,UVR,"112,7913"
487,21-01-2001,Diario,UVR,UVR,"112,808"
488,22-01-2001,Diario,UVR,UVR,"112,8247"
489,23-01-2001,Diario,UVR,UVR,"112,8414"
490,24-01-2001,Diario,UVR,UVR,"112,8581"
491,25-01-2001,Diario,UVR,UVR,"112,8748"
