,Palabra,Frecuencia,ID_Articulo,Entidad
3613,mercados,1,24,0
3614,países,2,24,0
3615,menor,1,24,0
3616,tamaño,1,24,0
3617,quala,1,24,0
3618,lafayette,1,24,1
3619,ethus,1,24,0
3620,marcas,1,24,0
3621,reconocidas,1,24,0
3622,vélez,1,24,1
3623,exportó,1,24,0
3624,noviembre,1,24,0
3625,casoel,1,24,0
3626,acusado,1,24,0
3627,fiscal,1,24,0
3628,guatemalteco,1,24,0
3629,rafael,1,24,0
3630,curruchiche,1,24,0
3631,permitir,1,24,0
3632,aprobación,1,24,0
3633,acuerdos,1,24,0
3634,cooperación,1,24,0
3635,anómalos,1,24,0
3636,directivos,1,24,0
3637,brasileños,1,24,0
3638,constructora,1,24,0
3639,odebrecht,1,24,1
3640,situación,1,24,0
3641,riesgo,1,24,0
3642,presidente,1,24,0
3643,petro,1,24,0
3644,rechazado,1,24,0
3645,dichos,1,24,0
3646,señalamientos,1,24,0
3647,departamento,1,25,0
3648,administrativo,1,25,0
3649,nacional,1,25,0
3650,estadística,1,25,0
3651,dane,1,25,1
3652,reveló,1,25,0
3653,cifra,1,25,0
3654,inflación,1,25,0
3655,diciembre,7,25,0
3656,resaltando,1,25,0
3657,índice,3,25,0
3658,precios,3,25,0
3659,consumidor,1,25,0
3660,disparó,1,25,0
3661,periodo,1,25,0
3662,mantiene,1,25,0
3663,niveles,1,25,0
3664,altos,1,25,0
3665,aumento,3,25,0
3666,costos,4,25,0
3667,categoría,1,25,0
3668,alojamiento,2,25,0
3669,agua,4,25,0
3670,electricidad,6,25,0
3671,combustibles,2,25,0
3672,lidera,1,25,0
3673,lista,1,25,0
3674,presentó,4,25,0
3675,variación,7,25,0
3676,anual,7,25,0
3677,contribución,1,25,0
3678,comportamiento,1,25,0
3679,principalmente,1,25,0
3680,divisiones,1,25,0
3681,alimentos,1,25,0
3682,bebidas,1,25,0
3683,alcohólicas,1,25,0
3684,asegura,1,25,0
3685,reporte,1,25,0
3686,entregado,1,25,0
3687,caso,2,25,0
3688,cúcuta,2,25,1
3689,ciudad,2,25,0
3690,incremento,2,25,0
3691,costo,1,25,0
3692,vida,1,25,0
3693,subcases,1,25,0
3694,mayores,1,25,0
3695,incrementos,2,25,0
3696,antecedida,1,25,0
3697,comidas,2,25,0
3698,establecimientos,2,25,0
3699,servicio,4,25,0
3700,mesa,2,25,0
3701,rubro,1,25,0
3702,importante,2,25,0
3703,ciudades,1,25,0
3704,costa,1,25,0
3705,caribe,1,25,0
3706,piedad,1,25,0
3707,urdiola,1,25,0
3708,contreras,1,25,0
3709,directora,1,25,0
3710,bogotá,1,25,1
3711,variaciones,1,25,0
3712,importantes,1,25,0
3713,subclases,2,25,0
3714,destacan,1,25,0
3715,comparación,1,25,0
3716,aportaron,1,25,0
3717,autoservicio,1,25,0
3718,vehículo,1,25,0
3719,particular,1,25,0
3720,usado,1,25,0
3721,logran,1,25,0
3722,demostrar,1,25,0
3723,medida,1,25,0
3724,energía,5,25,0
3725,venido,1,25,0
3726,tema,1,25,0
3727,justamente,1,25,0
3728,entrado,1,25,0
3729,discusión,1,25,0
3730,atrás,1,25,0
3731,incoherencias,1,25,0
3732,vistas,1,25,0
3733,generadores,1,25,0
3734,hidráulicos,1,25,0
3735,cantidades,1,25,0
3736,existentes,1,25,0
3737,embalses,1,25,0
3738,causa,2,25,0
3739,fenómeno,1,25,0
3740,energíaentre,1,25,0
3741,viernes,1,25,0
3742,miércoles,1,25,0
3743,valor,2,25,0
3744,bolsa,1,25,0
3745,aumentó,1,25,0
3746,kilovatio,1,25,0
3747,hora,1,25,0
3748,pasando,1,25,0
3749,representa,1,25,0
3750,panorama,1,25,0
3751,valores,1,25,0
3752,subir,1,25,0
3753,escasez,2,25,0
3754,ubicados,1,25,0
3755,alejado,1,25,0
3756,realidad,1,25,0
3757,lunes,1,25,0
3758,bajó,1,25,0
3759,siguientes,1,25,0
3760,alzas,1,25,0
3761,notorias,1,25,0
3762,arrancó,1,25,0
3763,repunte,1,25,0
3764,tregua,1,25,0
3765,martes,1,25,0
3766,enero,1,25,0
3767,llegando,1,25,0
3768,anotar,1,25,0
3769,precio,2,25,0
3770,refiere,1,25,0
3771,máximo,1,25,0
3772,pagar,1,25,0
3773,demanda,1,25,0
3774,país,1,25,0
3775,afectaría,1,25,0
3776,directamente,1,25,0
3777,usuarios,1,25,0
3778,finales,1,25,0
3779,tarifarios,1,25,0
3780,similares,1,25,0
3781,vistos,1,25,0
3782,productor,1,25,0
3783,superservicios,1,25,0
3784,abrió,1,25,0
3785,investigación,1,25,0
3786,enel,1,25,0
3787,entidad,1,25,0
3788,comportamientos,1,25,0
3789,irregular,1,25,0
3790,planta,1,25,0
3791,hidroeléctrica,1,25,0
3792,betania,1,25,1
3793,pese,1,25,0
3794,vertiendo,1,25,0
3795,oferta,1,25,0
3796,cercano,1,25,0
3797,superintendencia,2,26,0
3798,servicios,2,26,0
3799,públicos,1,26,0
3800,domiciliarios,1,26,0
3801,superservicios,4,26,0
3802,inició,2,26,0
3803,investigación,2,26,0
3804,administrativa,2,26,0
3805,sancionatoria,2,26,0
3806,empresa,2,26,0
3807,energía,15,26,0
3808,enel,5,26,0
3809,colombia,5,26,1
3810,precios,6,26,0
3811,ofertó,1,26,0
3812,bolsa,5,26,0
3813,planta,2,26,0
3814,hidroeléctrica,4,26,0
3815,betania,2,26,1
3816,propiedad,1,26,0
3817,compañía,2,26,0
3818,tendría,1,26,0
3819,precio,6,26,0
3820,oferta,3,26,0
3821,cercano,2,26,0
3822,comportamiento,6,26,0
3823,obedecería,1,26,0
3824,resoluciones,3,26,0
3825,contexto,1,26,0
3826,cabe,1,26,0
3827,aclarar,1,26,0
3828,diciembre,1,26,0
3829,valor,2,26,0
3830,aumentó,1,26,0
3831,kilovatio,1,26,0
3832,hora,1,26,0
3833,pasando,1,26,0
3834,representa,1,26,0
3835,incremento,1,26,0
3836,panorama,1,26,0
3837,valores,1,26,0
3838,subir,1,26,0
3839,escasez,3,26,0
3840,ubicados,1,26,0
3841,entidad,1,26,0
3842,regule,1,26,0
3843,tipo,1,26,0
3844,importante,1,26,0
3845,anotar,1,26,0
3846,refiere,1,26,0
3847,máximo,1,26,0
3848,pagar,1,26,0
3849,demanda,1,26,0
3850,país,2,26,0
3851,afectaría,1,26,0
3852,directamente,1,26,0
3853,usuarios,1,26,0
3854,finales,1,26,0
3855,incrementos,1,26,0
3856,tarifarios,1,26,0
3857,similares,1,26,0
3858,vistos,1,26,0
3859,aumento,1,26,0
3860,índice,1,26,0
3861,productor,1,26,0
3862,operador,1,26,0
3863,sistema,2,26,0
3864,interconectado,1,26,0
3865,administrador,1,26,0
3866,mercado,4,26,0
3867,mayorista,1,26,0
3868,supera,1,26,0
3869,genera,1,26,0
3870,señal,1,26,0
3871,situación,1,26,0
3872,crítica,1,26,0
3873,activa,1,26,0
3874,norma,1,26,0
3875,regular,1,26,0
3876,compra,1,26,0
3877,delegada,1,26,0
3878,combustible,2,26,0
3879,ejercicio,1,26,0
3880,seguimiento,2,26,0
3881,advirtió,1,26,0
3882,previamente,1,26,0
3883,irregular,2,26,0
3884,incumplir,1,26,0
3885,señalado,2,26,0
3886,artículo,2,26,0
3887,resolución,2,26,0
3888,comisión,1,26,0
3889,regulación,1,26,0
3890,creg,2,26,0
3891,establece,1,26,0
3892,empresas,1,26,0
3893,generadoras,1,26,0
3894,ofrezcan,1,26,0
3895,diariamente,1,26,0
3896,reflejar,1,26,0
3897,costos,1,26,0
3898,variables,3,26,0
3899,generación,4,26,0
3900,incurran,1,26,0
3901,caso,2,26,0
3902,específico,1,26,0
3903,deberán,1,26,0
3904,obedecer,1,26,0
3905,costo,2,26,0
3906,oportunidad,2,26,0
3907,agua,4,26,0
3908,momento,3,26,0
3909,habría,1,26,0
3910,correspondió,1,26,0
3911,pese,1,26,0
3912,vertiendo,1,26,0
3913,obedece,1,26,0
3914,superintendente,1,26,0
3915,encargado,1,26,0
3916,orlando,1,26,0
3917,velandia,1,26,0
3918,sepúlveda,1,26,0
3919,botando,1,26,0
3920,mínimo,1,26,0
3921,ende,1,26,0
3922,bajos,1,26,0
3923,generó,1,26,0
3924,distorsión,1,26,0
3925,establecido,1,26,0
3926,afirma,1,26,0
3927,agentes,2,26,0
3928,desarrollar,1,26,0
3929,actividades,1,26,0
3930,lealtad,1,26,0
3931,idoneidad,1,26,0
3932,profesionalismo,1,26,0
3933,honorabilidad,1,26,0
3934,diligencia,1,26,0
3935,implica,1,26,0
3936,sometimiento,1,26,0
3937,conducta,1,26,0
3938,diversas,1,26,0
3939,normas,1,26,0
3940,regulan,2,26,0
3941,actividad,1,26,0
3942,utilizar,1,26,0
3943,mecanismos,1,26,0
3944,estrategias,1,26,0
3945,instrumento,1,26,0
3946,capacidad,1,26,0
3947,propósito,1,26,0
3948,efecto,1,26,0
3949,distorsionar,1,26,0
3950,funcionamiento,1,26,0
3951,eficiente,1,26,0
3952,expuesto,1,26,0
3953,formuló,1,26,0
3954,cargo,1,26,0
3955,presuntamente,1,26,0
3956,desconocido,1,26,0
3957,principios,1,26,0
3958,marco,2,26,0
3959,regulatorio,1,26,0
3960,actualmente,1,26,0
3961,registra,1,26,0
3962,nivel,1,26,0
3963,alto,1,26,0
3964,reservas,1,26,0
3965,fenómeno,1,26,0
3966,niña,1,26,0
3967,tarifas,1,26,0
3968,mantienen,1,26,0
3969,alza,1,26,0
3970,motivó,1,26,0
3971,sugerir,1,26,0
3972,revisión,1,26,0
3973,aspectos,1,26,0
3974,particularmente,1,26,0
3975,expedidas,1,26,0
3976,realizarán,1,26,0
3977,monitoreo,1,26,0
3978,constante,1,26,0
3979,utilizadas,1,26,0
3980,ofertar,2,26,0
3981,permanente,1,26,0
3982,determinar,2,26,0
3983,razonabilidad,1,26,0
3984,consistencia,1,26,0
3985,parámetros,1,26,0
3986,utilizados,1,26,0
3987,prestar,1,26,0
3988,eslabón,1,26,0
3989,cadena,1,26,0
3990,transmisión,1,26,0
3991,comercialización,1,26,0
3992,distribución,1,26,0
3993,solicitando,1,26,0
3994,intervención,1,26,0
3995,industria,1,26,0
3996,comercio,1,26,0
3997,competencias,1,26,0
3998,dichos,1,26,0
3999,comportamientos,1,26,0
4000,sanciones,1,26,0
4001,garantía,1,26,0
4002,libre,1,26,0
4003,competencia,1,26,0
4004,aseveró,1,26,0
4005,enel,4,27,0
4006,apalancará,1,27,1
4007,proyectos,2,27,0
4008,energizar,1,27,0
4009,clientes,2,27,0
4010,rurales,1,27,0
4011,cundinamarca,3,27,1
4012,gracias,1,27,0
4013,desembolsos,2,27,0
4014,ascenderán,1,27,0
4015,millones,3,27,0
4016,crédito,2,27,0
4017,suscrito,1,27,0
4018,líneas,2,27,0
4019,sostenibles,2,27,0
4020,bancolombia,4,27,1
4021,aumentar,2,27,0
4022,capacidad,5,27,0
4023,generación,4,27,0
4024,energía,4,27,0
4025,renovable,1,27,0
4026,construcción,3,27,0
4027,empresa,1,27,0
4028,empleará,1,27,0
4029,recursos,2,27,0
4030,avanzar,1,27,0
4031,objetivos,3,27,0
4032,descarbonización,1,27,0
4033,electrificación,1,27,0
4034,rural,1,27,0
4035,enmarcado,1,27,0
4036,programa,1,27,0
4037,desembolso,2,27,0
4038,vinculado,1,27,0
4039,indicadores,1,27,0
4040,sostenibilidad,1,27,0
4041,plazo,1,27,0
4042,años,2,27,0
4043,orienta,1,27,0
4044,instalada,3,27,0
4045,disminución,1,27,0
4046,térmica,1,27,0
4047,complacidos,1,27,0
4048,materialización,2,27,0
4049,transacción,1,27,0
4050,financiera,1,27,0
4051,aporta,1,27,0
4052,apuesta,2,27,0
4053,energías,1,27,0
4054,limpias,1,27,0
4055,acceso,1,27,0
4056,reiteramos,1,27,0
4057,compromiso,1,27,0
4058,transición,2,27,0
4059,energética,1,27,0
4060,aporte,1,27,0
4061,cumplimiento,2,27,0
4062,desarrollo,1,27,0
4063,sostenible,2,27,0
4064,país,1,27,0
4065,asegura,1,27,0
4066,lucio,1,27,0
4067,rubio,1,27,0
4068,díaz,1,27,0
4069,director,1,27,0
4070,general,1,27,0
4071,colombia,1,27,0
4072,centro,1,27,0
4073,construir,1,27,0
4074,tecnología,1,27,0
4075,solar,1,27,0
4076,eólica,1,27,0
4077,marco,1,27,0
4078,condiciones,1,27,0
4079,establecidas,1,27,0
4080,disminuir,1,27,0
4081,puntos,1,27,0
4082,básicos,1,27,0
4083,tasa,1,27,0
4084,interés,1,27,0
4085,función,1,27,0
4086,metas,1,27,0
4087,operación,1,27,0
4088,integra,1,27,0
4089,subestaciones,1,27,0
4090,alta,1,27,0
4091,tensión,1,27,0
4092,media,1,27,0
4093,conjunto,1,27,0
4094,alcance,1,27,0
4095,municipios,1,27,0
4096,funza,1,27,1
4097,mosquera,1,27,1
4098,madrid,1,27,1
4099,facatativá,1,27,1
4100,localidad,1,27,0
4101,bosa,1,27,0
4102,frente,1,27,0
4103,renovables,1,27,0
4104,línea,1,27,0
4105,green,1,27,0
4106,power,1,27,0
4107,mercados,1,27,0
4108,comercialización,1,27,0
4109,distribución,1,27,0
4110,atiende,1,27,0
4111,cerca,1,27,0
4112,activos,1,27,0
4113,panamá,1,27,1
4114,costa,1,27,0
4115,rica,1,27,0
4116,guatemala,1,27,1
4117,suman,1,27,0
4118,sector,1,27,0
4119,financiero,1,27,0
4120,comprometidos,1,27,0
4121,movilizar,1,27,0
4122,impulsar,1,27,0
4123,economía,1,27,0
4124,emisiones,1,27,0
4125,carbono,1,27,0
4126,agrega,1,27,0
4127,juan,1,27,0
4128,carlos,1,27,0
4129,mora,1,27,0
4130,presidente,1,27,0
4131,suma,1,27,0
4132,billones,1,27,0
4133,financiación,1,27,0
4134,semana,1,28,0
4135,grupo,4,28,0
4136,italiano,1,28,0
4137,enel,8,28,0
4138,anunció,2,28,0
4139,decidido,1,28,0
4140,vender,1,28,0
4141,activos,3,28,0
4142,millones,15,28,0
4143,euros,1,28,0
4144,traducía,1,28,0
4145,dejaba,1,28,0
4146,países,6,28,0
4147,perú,4,28,1
4148,argentina,3,28,1
4149,mantuvo,1,28,0
4150,chile,7,28,1
4151,empresa,4,28,0
4152,descarta,1,28,0
4153,venta,2,28,0
4154,medida,1,28,0
4155,oportunidad,1,28,0
4156,necesidad,1,28,0
4157,marco,1,28,0
4158,investor,1,28,0
4159,gerente,2,28,0
4160,general,1,28,0
4161,fabrizio,2,28,0
4162,barderi,3,28,1
4163,conversó,1,28,0
4164,prensa,1,28,0
4165,lugar,1,28,0
4166,felices,2,28,0
4167,estratégico,5,28,0
4168,señalando,1,28,0
4169,plan,6,28,0
4170,inversiones,3,28,0
4171,presentaron,1,28,0
4172,etapa,1,28,0
4173,necesita,2,28,0
4174,acción,1,28,0
4175,extraordinaria,1,28,0
4176,necesitó,1,28,0
4177,enfrentar,1,28,0
4178,problemas,1,28,0
4179,tuvimos,1,28,0
4180,proceso,1,28,0
4181,transmisión,1,28,0
4182,saesa,1,28,0
4183,lanzó,1,28,0
4184,viernes,1,28,0
4185,esencial,1,28,0
4186,directorio,1,28,0
4187,aprobó,1,28,0
4188,ebitda,3,28,0
4189,acumulado,3,28,0
4190,capex,4,28,0
4191,señalado,1,28,0
4192,firma,2,28,0
4193,presentación,1,28,0
4194,analistas,1,28,0
4195,enfocarán,1,28,0
4196,puntos,1,28,0
4197,consolidar,1,28,0
4198,crecimiento,1,28,0
4199,renovables,1,28,0
4200,cartera,2,28,0
4201,selectiva,1,28,0
4202,flexible,1,28,0
4203,reducir,2,28,0
4204,riesgos,1,28,0
4205,volatilidad,1,28,0
4206,actual,1,28,0
4207,fortalecimiento,1,28,0
4208,balance,1,28,0
4209,preparados,1,28,0
4210,oportunidades,2,28,0
4211,puedan,1,28,0
4212,surgir,1,28,0
4213,conferencia,1,28,0
4214,formas,2,28,0
4215,mirando,2,28,0
4216,asset,2,28,0
4217,activo,1,28,0
4218,operar,2,28,0
4219,ejemplo,1,28,0
4220,involucrando,1,28,0
4221,partner,1,28,0
4222,operaciones,3,28,0
4223,presión,1,28,0
4224,surantes,1,28,0
4225,iniciar,1,28,0
4226,actividad,1,28,0
4227,presidente,1,28,0
4228,herman,1,28,0
4229,chadwick,1,28,0
4230,envió,1,28,0
4231,video,1,28,0
4232,daba,1,28,0
4233,señales,1,28,0
4234,situación,1,28,0
4235,circula,1,28,0
4236,compañía,2,28,0
4237,ambicioso,1,28,0
4238,importante,1,28,0
4239,caja,1,28,0
4240,permite,1,28,0
4241,terminar,1,28,0
4242,transición,2,28,0
4243,energética,1,28,0
4244,pensaba,1,28,0
4245,arreglaba,1,28,0
4246,viento,1,28,0
4247,ambiciosa,1,28,0
4248,hidrógeno,2,28,0
4249,verde,2,28,0
4250,estudios,2,28,0
4251,importantes,1,28,0
4252,magallanes,1,28,1
4253,norte,1,28,0
4254,esperamos,1,28,0
4255,años,3,28,0
4256,optimistas,2,28,0
4257,sostuvo,1,28,0
4258,temas,1,28,0
4259,abordó,1,28,0
4260,conjunto,1,28,0
4261,semanas,1,28,0
4262,decidieron,1,28,0
4263,retirar,1,28,0
4264,sistema,1,28,0
4265,evaluación,1,28,0
4266,ambiental,1,28,0
4267,estudio,1,28,0
4268,proyecto,2,28,0
4269,eólico,1,28,0
4270,faro,1,28,0
4271,buscaba,1,28,0
4272,energía,1,28,0
4273,renovable,2,28,0
4274,futura,1,28,0
4275,planta,1,28,0
4276,ecombustibles,1,28,0
4277,espera,1,28,0
4278,desarrollar,1,28,0
4279,punta,1,28,0
4280,arenas,1,28,0
4281,momento,1,28,0
4282,empresas,1,28,0
4283,indicaron,1,28,0
4284,observaciones,1,28,0
4285,organismos,1,28,0
4286,públicos,1,28,0
4287,sobrepasaron,1,28,0
4288,estándar,1,28,0
4289,discusiones,3,28,0
4290,autoridades,1,28,0
4291,permisos,1,28,0
4292,necesitan,1,28,0
4293,acabarán,1,28,0
4294,difícil,1,28,0
4295,decirlo,1,28,0
4296,alcance,1,28,0
4297,compartir,1,28,0
4298,finalizar,1,28,0
4299,distintas,1,28,0
4300,medias,1,28,0
4301,acordarán,1,28,0
4302,bastantes,1,28,0
4303,meses,2,28,0
4304,lograremos,1,28,0
4305,forma,1,28,0
4306,consensuada,1,28,0
4307,proponer,1,28,0
4308,tramitación,1,28,0
4309,permiso,1,28,0
4310,américas,4,28,0
4311,anuncia,1,28,0
4312,inversión,1,28,0
4313,foco,2,28,0
4314,brasil,4,28,1
4315,colombiadel,1,28,0
4316,destinados,1,28,0
4317,digitalización,3,28,0
4318,eléctrica,3,28,0
4319,avanzar,2,28,0
4320,zero,1,28,0
4321,lunes,1,28,0
4322,latinoamérica,1,28,0
4323,dispondrá,1,28,0
4324,colombia,3,28,1
4325,centroamérica,1,28,0
4326,cifra,1,28,0
4327,enfocados,1,28,0
4328,grids,1,28,0
4329,opera,1,28,0
4330,carbono,1,28,0
4331,neutral,1,28,0
4332,mauricio,1,28,0
4333,bezzeccheri,3,28,1
4334,división,2,28,0
4335,invertido,1,28,0
4336,enfocado,1,28,0
4337,considerando,1,28,0
4338,ejecutivo,1,28,0
4339,enfocaremos,1,28,0
4340,operación,2,28,0
4341,concentrará,1,28,0
4342,estratégicas,1,28,0
4343,avance,1,28,0
4344,sentido,1,28,0
4345,reiteró,1,28,0
4346,saldrán,1,28,0
4347,portafolio,1,28,0
4348,prevé,1,28,0
4349,deuda,3,28,0
4350,neta,2,28,0
4351,desinversión,1,28,0
4352,alcanzar,1,28,0
4353,planea,1,28,0
4354,dejar,1,28,0
4355,nivel,2,28,0
4356,global,1,28,0
4357,proyectado,1,28,0
4358,máximo,1,28,0
4359,aurelio,1,28,0
4360,bustiho,1,28,0
4361,detalló,1,28,0
4362,salir,1,28,0
4363,implicará,1,28,0
4364,impacto,1,28,0
4365,negativo,1,28,0
4366,core,1,28,0
4367,superará,1,28,0
4368,proveniente,1,28,0
4369,enfatizó,1,28,0
4370,vemos,1,28,0
4371,positivo,1,28,0
4372,maduración,1,28,0
4373,ingresos,1,28,0
4374,apuntó,1,28,0
4375,granjas,2,29,0
4376,operación,4,29,0
4377,pruebas,4,29,0
4378,proyectos,8,29,0
4379,solares,6,29,0
4380,fotovoltaicos,1,29,0
4381,autogeneración,1,29,0
4382,pequeña,1,29,0
4383,escala,1,29,0
4384,actualidad,1,29,0
4385,colombia,3,29,1
4386,consolidado,1,29,0
4387,referente,1,29,0
4388,generación,2,29,0
4389,energía,4,29,0
4390,solar,3,29,0
4391,latinoamérica,1,29,0
4392,impulso,1,29,0
4393,sector,2,29,0
4394,aprobación,1,29,0
4395,transición,1,29,0
4396,energética,2,29,0
4397,ministerio,1,29,0
4398,minas,1,29,0
4399,energías,2,29,0
4400,respuesta,1,29,0
4401,fecha,1,29,0
4402,megavatios,1,29,0
4403,renovables,2,29,0
4404,contribuyen,1,29,0
4405,reducción,1,29,0
4406,millones,1,29,0
4407,toneladas,1,29,0
4408,capacidad,2,29,0
4409,instalada,1,29,0
4410,ente,1,29,0
4411,garantiza,1,29,0
4412,diversificación,1,29,0
4413,matriz,1,29,0
4414,equivale,1,29,0
4415,consumo,1,29,0
4416,empresas,3,29,0
4417,incursionado,1,29,0
4418,segmento,1,29,0
4419,desarrollo,2,29,0
4420,parques,2,29,0
4421,celsia,1,29,1
4422,enel,2,29,0
4423,greenpower,1,29,0
4424,grenergy,1,29,0
4425,trina,1,29,0
4426,egal,1,29,0
4427,parex,1,29,0
4428,resources,1,29,0
4429,gensa,1,29,0
4430,solargreen,1,29,1
4431,aages,1,29,1
4432,modelo,1,29,0
4433,engineering,1,29,1
4434,procurement,1,29,0
4435,septiembre,1,29,0
4436,construyó,1,29,0
4437,granja,1,29,0
4438,paneles,1,29,0
4439,ubicada,1,29,0
4440,yumbo,1,29,0
4441,construyendo,3,29,0
4442,aportarán,1,29,0
4443,país,3,29,0
4444,inversiones,1,29,0
4445,cercanas,1,29,0
4446,billón,1,29,0
4447,desarrollan,1,29,0
4448,plataforma,1,29,0
4449,inversión,2,29,0
4450,alianza,1,29,0
4451,cubico,1,29,0
4452,sustainable,1,29,0
4453,investments,1,29,0
4454,fondo,1,29,0
4455,internacional,1,29,0
4456,reportó,1,29,0
4457,empresa,3,29,0
4458,advierte,1,29,0
4459,revaluando,1,29,0
4460,metas,1,29,0
4461,futuras,1,29,0
4462,teniendo,1,29,0
4463,situación,1,29,0
4464,económica,1,29,0
4465,mundial,1,29,0
4466,especial,1,29,0
4467,precio,1,29,0
4468,dólar,1,29,0
4469,afecta,1,29,0
4470,importación,1,29,0
4471,equipos,1,29,0
4472,material,1,29,0
4473,inflación,1,29,0
4474,impactan,1,29,0
4475,forma,1,29,0
4476,directa,1,29,0
4477,costos,1,29,0
4478,presupuestados,1,29,0
4479,aportando,1,29,0
4480,cerca,1,29,0
4481,cesar,1,29,1
4482,guajira,2,29,0
4483,atlántico,2,29,0
4484,panorama,1,29,0
4485,mercado,1,29,0
4486,nacional,2,29,0
4487,incierto,1,29,0
4488,desarrolladores,1,29,0
4489,iniciativas,1,29,0
4490,alta,2,29,0
4491,oferta,1,29,0
4492,agrega,1,29,0
4493,posibles,1,29,0
4494,impactos,1,29,0
4495,derivados,1,29,0
4496,reforma,1,29,0
4497,tributaria,1,29,0
4498,aprobada,1,29,0
4499,incluyó,1,29,0
4500,sobretasa,1,29,0
4501,adicional,1,29,0
4502,hidroeléctrica,1,29,0
4503,tasa,1,29,0
4504,efectiva,1,29,0
4505,mínima,1,29,0
4506,tributación,1,29,0
4507,limitar,1,29,0
4508,futuro,1,29,0
4509,beneficios,1,29,0
4510,tributarios,1,29,0
4511,establecidos,1,29,0
4512,promueve,1,29,0
4513,convencionales,2,29,0
4514,prioridad,1,29,0
4515,culminar,1,29,0
4516,construcción,1,29,0
4517,mantener,1,29,0
4518,sostenibilidad,1,29,0
4519,entorno,1,29,0
4520,retador,1,29,0
4521,volatilidad,1,29,0
4522,retoseugenio,1,29,0
4523,calderón,2,29,0
4524,gerente,1,29,0
4525,green,1,29,0
4526,power,1,29,0
4527,perú,1,29,1
4528,centroamérica,1,29,1
4529,aporta,1,29,0
4530,presentes,1,29,0
4531,territorio,1,29,0
4532,paso,1,29,0
4533,loma,1,29,0
4534,avances,1,29,0
4535,ejecución,1,29,0
4536,afirma,1,29,0
4537,complejos,1,29,0
4538,guayepo,1,29,0
4539,complejo,1,29,0
4540,parque,1,29,0
4541,fotovoltaico,1,29,0
4542,fundación,1,29,0
4543,magdalena,1,29,1
4544,adjudicados,1,29,0
4545,subasta,1,29,0
4546,contratos,1,29,0
4547,indispensable,1,29,0
4548,afronte,1,29,0
4549,serie,1,29,0
4550,retos,1,29,0
4551,podamos,1,29,0
4552,cumplir,1,29,0
4553,cronogramas,1,29,0
4554,fuentes,1,29,0
4555,renovable,1,29,0
4556,destaca,1,29,0
4557,proceso,1,29,0
4558,permitting,1,29,0
4559,tramitación,1,29,0
4560,obtención,1,29,0
4561,eficiente,1,29,0
4562,rápido,1,29,0
4563,creación,1,29,0
4564,confianza,1,29,0
4565,comunidades,1,29,0
4566,indígenas,1,29,0
4567,departamentos,1,29,0
4568,reglamentación,1,29,0
4569,consulta,1,29,0
4570,previa,1,29,0
4571,grupo,2,30,0
4572,enel,18,30,0
4573,confirmó,1,30,0
4574,salida,3,30,0
4575,país,5,30,0
4576,estrategia,3,30,0
4577,global,3,30,0
4578,reducir,1,30,0
4579,deuda,1,30,0
4580,optimizar,1,30,0
4581,cartera,2,30,0
4582,negocios,2,30,0
4583,energética,2,30,0
4584,italiana,2,30,0
4585,anunció,2,30,0
4586,plan,2,30,0
4587,venta,7,30,0
4588,millones,6,30,0
4589,incluyendo,1,30,0
4590,activos,3,30,0
4591,perú,14,30,1
4592,concretaría,1,30,0
4593,empresa,2,30,0
4594,optimización,1,30,0
4595,fines,1,30,0
4596,extiende,1,30,0
4597,américa,1,30,0
4598,latina,1,30,0
4599,compañía,3,30,0
4600,contrario,1,30,0
4601,concentrará,1,30,0
4602,países,1,30,0
4603,centrales,3,30,0
4604,incluido,1,30,0
4605,italia,1,30,1
4606,españa,1,30,1
4607,unidos,1,30,0
4608,brasil,3,30,1
4609,chile,1,30,1
4610,colombia,1,30,1
4611,conjunto,1,30,0
4612,priorizará,1,30,0
4613,inversiones,1,30,0
4614,razones,2,30,0
4615,plazos,2,30,0
4616,milán,1,30,0
4617,consejero,1,30,0
4618,delegado,1,30,0
4619,director,1,30,0
4620,general,1,30,0
4621,francesco,1,30,0
4622,starace,1,30,0
4623,responde,1,30,0
4624,alcanzado,1,30,0
4625,posición,1,30,0
4626,estable,1,30,0
4627,crecimiento,1,30,0
4628,invertir,1,30,0
4629,diversas,1,30,0
4630,juicio,2,30,0
4631,gusta,1,30,0
4632,terminado,1,30,0
4633,teníamos,1,30,0
4634,comparado,1,30,0
4635,lugres,1,30,0
4636,decisión,1,30,0
4637,tomamos,1,30,0
4638,espacio,1,30,0
4639,disponible,1,30,0
4640,gestión,1,30,0
4641,postores,1,30,0
4642,ejecutivo,1,30,0
4643,reconoció,2,30,0
4644,partes,1,30,0
4645,interesadas,1,30,0
4646,estimó,1,30,0
4647,proceso,2,30,0
4648,termine,1,30,0
4649,condiciones,1,30,0
4650,interés,2,30,0
4651,compra,1,30,0
4652,lugar,1,30,0
4653,fiable,1,30,0
4654,depende,1,30,0
4655,experiencia,1,30,0
4656,trasformación,1,30,0
4657,sistema,1,30,0
4658,energético,1,30,0
4659,negativo,1,30,0
4660,marco,1,30,0
4661,regulatorio,1,30,0
4662,política,1,30,0
4663,implementado,1,30,0
4664,personas,1,30,0
4665,cercanas,1,30,0
4666,señalaron,1,30,0
4667,trabajando,1,30,0
4668,asesores,1,30,0
4669,disposición,1,30,0
4670,potencial,1,30,0
