,Palabra,Entidad,Empresa,Apariciones
26081,estuvieron,0,Terpel,2
26082,mapalé,0,Caracol,2
26083,mayo,0,Grupo Argos,2
26084,estuvieron,0,Grupo Exito,2
26085,fase,0,D1,2
26086,york,0,Itau,2
26087,york,0,Falabella,2
26088,mayo,0,Cencosud,2
26089,planes,0,BBVA,2
26090,york,0,ETB,2
26091,maquinaria,0,Enel,2
26092,esté,0,Grupo Sura,2
26093,precisamente,0,Falabella,2
26094,esté,0,Grupo Argos,2
26095,esté,0,Falabella,2
26096,maquinaria,0,Itau,2
26097,yoweri,0,Claro,2
26098,precisamente,0,Grupo Exito,2
26099,esté,0,D1,2
26100,precisamente,0,Grupo Sura,2
26101,precisar,0,Grupo AVAL,2
26102,acero,0,Promigas,2
26103,planes,0,Davivienda,2
26104,estático,0,Ecopetrol,2
26105,precisamente,0,Promigas,2
26106,precisamente,0,Sodimac,2
26107,precisamente,0,Vanti,2
26108,mayo,0,BBVA,2
26109,estás,0,D1,2
26110,estuvieron,0,Credibanco,2
26111,mayo,0,Sodimac,2
26112,estén,0,Cencosud,2
26113,aclara,0,Nequi,2
26114,planeación,0,Itau,2
26115,aclara,0,Claro,2
26116,estudios,0,Nequi,2
26117,estudios,0,Itau,2
26118,estudios,0,Grupo Sura,2
26119,aclara,0,Enel,2
26120,estudios,0,Enel,2
26121,ylena,0,Itau,2
26122,yilber,0,D1,2
26123,estudió,0,Caracol,2
26124,manufacturera,0,BBVA,2
26125,aclaramos,0,Bancolombia,2
26126,planeación,0,Ecopetrol,2
26127,estudio,0,Vanti,2
26128,estudio,0,Terpel,2
26129,mayores,0,Grupo Argos,2
26130,predial,0,BBVA,2
26131,mayores,0,Grupo Sura,2
26132,estudios,0,Vanti,2
26133,mayores,0,Caracol,2
26134,achraf,1,Caracol,2
26135,mapa,0,BBVA,2
26136,estuvieron,0,BBVA,2
26137,mapa,0,Claro,2
26138,york,0,Alkosto,2
26139,precisó,0,Grupo Argos,2
26140,precisó,0,Grupo Sura,2
26141,precisó,0,Itau,2
26142,estuviera,0,Enel,2
26143,precisó,0,Nequi,2
26144,estuviera,0,Caracol,2
26145,fase,0,Promigas,2
26146,mapa,0,Alkosto,2
26147,estuve,0,Nequi,2
26148,precisó,0,Terpel,2
26149,aclamada,0,Davivienda,2
26150,estupefacientes,0,Grupo AVAL,2
26151,aclamado,0,Claro,2
26152,planeación,0,Nequi,2
26153,precursor,0,Terpel,2
26154,maxim,0,Ecopetrol,2
26155,estén,0,D1,2
26156,estudio,0,Grupo Exito,2
26157,fanáticos,0,Davivienda,2
26158,euforia,0,Grupo AVAL,2
26159,marcado,0,Falabella,2
26160,aceptaron,0,Caracol,2
26161,fanáticos,0,D1,2
26162,marcado,0,Ecopetrol,2
26163,marcado,0,ETB,2
26164,etiqueta,0,Alkosto,2
26165,marcada,0,Nequi,2
26166,marcada,0,ETB,2
26167,fanáticos,0,Alkosto,2
26168,marcada,0,D1,2
26169,precio,0,Sodimac,2
26170,precio,0,Vanti,2
26171,marcación,0,Terpel,2
26172,eterno,0,Caracol,2
26173,eternas,0,Grupo Argos,2
26174,marca,0,Grupo Exito,2
26175,precios,0,D1,2
26176,fanáticos,0,Caracol,2
26177,planeta,0,Nequi,2
26178,matutinos,0,Caracol,2
26179,zara,1,Falabella,2
26180,precaución,0,BBVA,2
26181,aceptados,0,Grupo Argos,2
26182,marcados,0,Alkosto,2
26183,zarigüeya,0,D1,2
26184,europa,1,Itau,2
26185,fans,0,Cencosud,2
26186,europa,1,Grupo Exito,2
26187,europa,1,Enel,2
26188,precaución,0,Falabella,2
26189,eugenie,0,Itau,2
26190,zara,0,Falabella,2
26191,zapatos,0,Sodimac,2
26192,euro,0,Falabella,2
26193,precedentes,0,Davivienda,2
26194,matrículas,0,BBVA,2
26195,fantasía,0,Claro,2
26196,eugenio,0,Enel,2
26197,zapatos,0,Falabella,2
26198,acerca,0,Falabella,2
26199,precios,0,Grupo AVAL,2
26200,estén,0,Davivienda,2
26201,mauricio,0,Cencosud,2
26202,precisa,0,Ecopetrol,2
26203,precisa,0,Enel,2
26204,estímulos,0,Credibanco,2
26205,maravillosas,0,Caracol,2
26206,planes,0,Itau,2
26207,planes,0,Falabella,2
26208,mauricio,0,Alkosto,2
26209,mauricio,0,Caracol,2
26210,precisamente,0,Caracol,2
26211,acercar,0,Grupo Sura,2
26212,mauricio,0,Claro,2
26213,acercarse,0,BBVA,2
26214,acercarse,0,Claro,2
26215,estén,0,Terpel,2
26216,mauricio,0,Enel,2
26217,estén,0,Itau,2
26218,estén,0,Grupo Sura,2
26219,estén,0,Falabella,2
26220,precisa,0,Davivienda,2
26221,planeta,0,Alkosto,2
26222,acerca,0,Vanti,2
26223,acercamientos,0,Claro,2
26224,etapas,0,Enel,2
26225,acercamiento,0,Claro,2
26226,etapas,0,Cencosud,2
26227,etapas,0,Bancolombia,2
26228,etapa,0,Vanti,2
26229,marc,0,Enel,2
26230,etapa,0,Promigas,2
26231,etapa,0,Itau,2
26232,precios,0,Vanti,2
26233,precisa,0,Alkosto,2
26234,etapa,0,Falabella,2
26235,acercamientos,0,Ecopetrol,2
26236,farc,1,Alkosto,2
26237,acercamientos,0,Grupo AVAL,2
26238,etapa,0,Cencosud,2
26239,acercan,0,Itau,2
26240,acercar,0,BBVA,2
26241,farc,1,Davivienda,2
26242,estudio,0,Grupo Sura,2
26243,aclarando,0,D1,2
26244,posicionamiento,0,D1,2
26245,mantiene,0,Grupo AVAL,2
26246,febrero,0,Credibanco,2
26247,estrella,0,Davivienda,2
26248,mantiene,0,Itau,2
26249,estrella,0,Caracol,2
26250,estrella,0,Alkosto,2
26251,febrero,0,Davivienda,2
26252,preguntándome,0,Claro,2
26253,acompañada,0,Enel,2
26254,estrechar,0,Ecopetrol,2
26255,mantiene,0,Nequi,2
26256,febrero,0,Grupo Exito,2
26257,preguntó,0,Caracol,2
26258,acompañado,0,Caracol,2
26259,acompañado,0,Claro,2
26260,estratégicos,0,Promigas,2
26261,preguntó,0,ETB,2
26262,pisos,0,Enel,2
26263,worldpanel,0,Cencosud,2
26264,estrella,0,Grupo AVAL,2
26265,preguntas,0,Promigas,2
26266,acompañado,0,ETB,2
26267,estrellas,0,Sodimac,2
26268,pista,0,Terpel,2
26269,preguntarse,0,BBVA,2
26270,pista,0,ETB,2
26271,estrena,0,Promigas,2
26272,xiaomi,1,Alkosto,2
26273,estrena,0,Alkosto,2
26274,acompaña,0,Falabella,2
26275,mayoría,0,Caracol,2
26276,preguntas,0,ETB,2
26277,acompañada,0,Claro,2
26278,preguntas,0,Ecopetrol,2
26279,acompaña,0,Promigas,2
26280,preguntas,0,Falabella,2
26281,estrellas,0,BBVA,2
26282,estrellas,0,Alkosto,2
26283,acompañada,0,Bancolombia,2
26284,estrella,0,Sodimac,2
26285,mantiene,0,Sodimac,2
26286,preguntó,0,Grupo Exito,2
26287,mantiene,0,Claro,2
26288,preguntar,0,Grupo Exito,2
26289,mantenimiento,0,Davivienda,2
26290,acompañar,0,Enel,2
26291,estrato,0,Enel,2
26292,mantenimiento,0,ETB,2
26293,fecha,0,Sodimac,2
26294,estrategias,0,Vanti,2
26295,estrategias,0,Terpel,2
26296,estrategias,0,Sodimac,2
26297,estrategias,0,Promigas,2
26298,fecha,0,Vanti,2
26299,piso,0,Grupo Sura,2
26300,acompañar,0,Nequi,2
26301,estrategias,0,Claro,2
26302,wingo,1,Grupo AVAL,2
26303,acompañarlos,0,Caracol,2
26304,estrategia,0,Terpel,2
26305,acompañarte,0,Nequi,2
26306,estrategia,0,Nequi,2
26307,estrategia,0,Grupo Sura,2
26308,acompañar,0,Ecopetrol,2
26309,estratos,0,Bancolombia,2
26310,estratégicos,0,Alkosto,2
26311,woman,0,Sodimac,2
26312,mayoría,0,Falabella,2
26313,acompañamiento,0,Caracol,2
26314,acompañamiento,0,Davivienda,2
26315,mayoría,0,Grupo Exito,2
26316,estratégicas,0,Promigas,2
26317,mayoría,0,Terpel,2
26318,estratégicas,0,Enel,2
26319,mantenimientos,0,Nequi,2
26320,preliminar,0,Davivienda,2
26321,fecha,0,Grupo Argos,2
26322,mantenimientos,0,Bancolombia,2
26323,mayorías,0,ETB,2
26324,mantenimiento,0,Terpel,2
26325,estratégica,0,Falabella,2
26326,preliminares,0,Davivienda,2
26327,estratos,0,Terpel,2
26328,acompañar,0,Caracol,2
26329,estratos,0,Enel,2
26330,favoritos,0,Claro,2
26331,ximena,0,Credibanco,2
26332,fases,0,Sodimac,2
26333,favor,0,Ecopetrol,2
26334,estudiantes,0,Nequi,2
26335,estudiantes,0,Itau,2
26336,plana,0,Promigas,2
26337,aclaró,0,Credibanco,2
26338,manuel,0,Alkosto,2
26339,aclaró,0,Grupo Exito,2
26340,aclaró,0,Grupo Sura,2
26341,estudiantes,0,Alkosto,2
26342,estudiante,0,Itau,2
26343,manuel,0,Bancolombia,2
26344,estudiante,0,Grupo Argos,2
26345,mayoristas,0,Terpel,2
26346,mayoritaria,0,ETB,2
26347,favor,0,Itau,2
26348,favor,0,Promigas,2
26349,mantuvo,0,Itau,2
26350,preferencia,0,ETB,2
26351,yastremska,0,Itau,2
26352,estudiantes,0,Promigas,2
26353,mayorista,0,Enel,2
26354,favorable,0,BBVA,2
26355,planeación,0,Credibanco,2
26356,aclarar,0,BBVA,2
26357,aclarar,0,Davivienda,2
26358,aclarar,0,Enel,2
26359,aclarar,0,Promigas,2
26360,aclarar,0,Sodimac,2
26361,estudio,0,Bancolombia,2
26362,aclararles,0,Claro,2
26363,aclararon,0,Bancolombia,2
26364,planeación,0,Claro,2
26365,planea,0,BBVA,2
26366,manuel,0,Grupo Argos,2
26367,mayorista,0,Alkosto,2
26368,estudiar,0,Terpel,2
26369,predio,0,BBVA,2
26370,estudiar,0,Nequi,2
26371,planea,0,Falabella,2
26372,planea,0,D1,2
26373,fatiga,0,Alkosto,2
26374,estudiadas,0,D1,2
26375,favorable,0,Bancolombia,2
26376,preguntando,0,ETB,2
26377,acomode,0,Alkosto,2
26378,estructura,0,Grupo Argos,2
26379,estructura,0,Grupo AVAL,2
26380,mayormente,0,Enel,2
26381,estructura,0,Bancolombia,2
26382,pizarro,0,Promigas,2
26383,estructura,0,Alkosto,2
26384,pregunta,0,Alkosto,2
26385,pregunta,0,BBVA,2
26386,favorita,0,Ecopetrol,2
26387,estructura,0,Terpel,2
26388,pregunta,0,Grupo Exito,2
26389,pregunta,0,Nequi,2
26390,pregunta,0,Terpel,2
26391,pregunta,0,Vanti,2
26392,favoritas,0,Falabella,2
26393,acomode,0,Davivienda,2
26394,pistas,0,Sodimac,2
26395,preguntan,0,Nequi,2
26396,estructura,0,Nequi,2
26397,prefieren,0,Grupo AVAL,2
26398,mantuvo,0,Falabella,2
26399,mantuvieron,0,Davivienda,2
26400,favorable,0,Nequi,2
26401,estrés,0,Falabella,2
26402,estrés,0,Enel,2
26403,preferenciales,0,Falabella,2
26404,estrés,0,Bancolombia,2
26405,mantuvo,0,Claro,2
26406,favorablemente,0,Ecopetrol,2
26407,mantuvo,0,Alkosto,2
26408,preferidas,0,Credibanco,2
26409,placa,0,Caracol,2
26410,estructuramos,0,Cencosud,2
26411,estructurales,0,Enel,2
26412,mayoritario,0,ETB,2
26413,placas,0,D1,2
26414,acolgen,0,Promigas,2
26415,placa,0,Vanti,2
26416,acomoda,0,Claro,2
26417,yacimiento,0,Claro,2
26418,europe,0,BBVA,2
26419,marcados,0,Enel,2
26420,europea,0,Enel,2
26421,examinará,0,Falabella,2
26422,álex,0,Alkosto,2
26423,falso,0,Davivienda,2
26424,falso,0,ETB,2
26425,falso,0,Falabella,2
26426,falso,0,Grupo AVAL,2
26427,falso,0,Grupo Argos,2
26428,falso,0,Grupo Sura,2
26429,posterior,0,BBVA,2
26430,posterior,0,Cencosud,2
26431,postal,0,Caracol,2
26432,posterior,0,Davivienda,2
26433,falsos,0,Claro,2
26434,examen,0,ETB,2
26435,falsos,0,Nequi,2
26436,falsos,0,Promigas,2
26437,posterior,0,Vanti,2
26438,acceso,0,D1,2
26439,álbum,0,Caracol,2
26440,marco,0,Grupo Exito,2
26441,excedentes,0,BBVA,2
26442,posteriormente,0,Alkosto,2
26443,accenture,1,Cencosud,2
26444,positivos,0,Grupo Argos,2
26445,álvarez,0,Enel,2
26446,accedió,0,Claro,2
26447,positivos,0,Terpel,2
26448,excelente,0,Ecopetrol,2
26449,excelente,0,Credibanco,2
26450,pospago,0,ETB,2
26451,pospandemia,0,BBVA,2
26452,falsedad,0,D1,2
26453,marco,0,Nequi,2
26454,falsedad,0,Itau,2
26455,falsetti,0,Sodimac,2
26456,exceder,0,Grupo Argos,2
26457,exceder,0,Ecopetrol,2
26458,álvarez,0,Davivienda,2
26459,marco,0,Promigas,2
26460,post,0,D1,2
26461,excedentes,0,Ecopetrol,2
26462,acceso,0,Sodimac,2
26463,exalcalde,0,ETB,2
26464,falsa,0,Promigas,2
26465,postularse,0,Davivienda,2
26466,evolución,0,Bancolombia,2
26467,marchitamiento,0,ETB,2
26468,planteado,0,Enel,2
26469,evolucionando,0,Bancolombia,2
26470,evolucionado,0,Enel,2
26471,postularse,0,Alkosto,2
26472,accidente,0,Grupo Sura,2
26473,evitó,0,Claro,2
26474,eviten,0,Bancolombia,2
26475,postulación,0,Ecopetrol,2
26476,postule,0,Alkosto,2
26477,evitaría,0,Claro,2
26478,plantea,0,Promigas,2
26479,postura,0,BBVA,2
26480,postura,0,Bancolombia,2
26481,materias,0,BBVA,2
26482,postura,0,Davivienda,2
26483,evitarlos,0,BBVA,2
26484,evolución,0,Credibanco,2
26485,evolución,0,Grupo Sura,2
26486,posteriormente,0,BBVA,2
26487,posteriormente,0,Nequi,2
26488,posteriormente,0,Cencosud,2
26489,marco,0,Alkosto,2
26490,falta,0,Grupo Exito,2
26491,posteriormente,0,Ecopetrol,2
26492,exacto,0,Sodimac,2
26493,plantear,0,Enel,2
26494,posteriormente,0,Grupo AVAL,2
26495,águila,0,D1,2
26496,posteriormente,0,Sodimac,2
26497,evolución,0,Itau,2
26498,posteó,0,Caracol,2
26499,exactamente,0,Promigas,2
26500,plantear,0,Alkosto,2
26501,plantean,0,Claro,2
26502,exactamente,0,Cencosud,2
26503,exactamente,0,Caracol,2
26504,postre,0,Claro,2
26505,evolución,0,Nequi,2
26506,excelente,0,Promigas,2
26507,marcos,0,BBVA,2
26508,matriz,0,Cencosud,2
26509,posición,0,D1,2
26510,falleció,0,Itau,2
26511,ámbito,0,Nequi,2
26512,posiciones,0,Terpel,2
26513,excluyendo,0,Ecopetrol,2
26514,materiales,0,Ecopetrol,2
26515,posicionándose,0,Nequi,2
26516,ámbito,0,Falabella,2
26517,ámbito,0,Ecopetrol,2
26518,materiales,0,Grupo Exito,2
26519,acapulco,1,Enel,2
26520,exclusivo,0,Nequi,2
26521,posición,0,Enel,2
26522,materiales,0,Nequi,2
26523,exclusivo,0,Grupo Argos,2
26524,materiales,0,Promigas,2
26525,posición,0,Grupo Exito,2
26526,marcó,0,Enel,2
26527,álvaro,0,Nequi,2
26528,falleció,0,Grupo Sura,2
26529,posiciones,0,D1,2
26530,exclusivas,0,Claro,2
26531,fallecimiento,0,Enel,2
26532,plataforma,0,D1,2
26533,ángel,0,Enel,2
26534,ángel,0,BBVA,2
26535,margarita,0,Cencosud,2
26536,académicos,0,Promigas,2
26537,excusas,0,Caracol,2
26538,material,0,Sodimac,2
26539,fallecimiento,0,D1,2
26540,material,0,Vanti,2
26541,materiales,0,BBVA,2
26542,plata,0,Itau,2
26543,materiales,0,Alkosto,2
26544,falleció,0,D1,2
26545,posicionarse,0,Falabella,2
26546,falleció,0,Davivienda,2
26547,excompañeras,0,Caracol,2
26548,plata,0,Enel,2
26549,posiciones,0,BBVA,2
26550,marcó,0,Ecopetrol,2
26551,exclusivas,0,Alkosto,2
26552,positivos,0,ETB,2
26553,excepción,0,Credibanco,2
26554,acceder,0,Falabella,2
26555,excepción,0,Terpel,2
26556,excepción,0,Itau,2
26557,falsa,0,Davivienda,2
26558,acceder,0,Grupo Argos,2
26559,acceder,0,Itau,2
26560,excepción,0,ETB,2
26561,acceder,0,Promigas,2
26562,excepción,0,Caracol,2
26563,álvaro,0,Alkosto,2
26564,excepción,0,Bancolombia,2
26565,excepción,0,BBVA,2
26566,excepciones,0,Nequi,2
26567,plantillas,0,Promigas,2
26568,positivo,0,Promigas,2
26569,positivos,0,Alkosto,2
26570,positivos,0,BBVA,2
26571,álvarez,0,Nequi,2
26572,acceder,0,Enel,2
26573,materializa,0,Bancolombia,2
26574,exclusivamente,0,Promigas,2
26575,álvaro,0,Credibanco,2
26576,acceda,0,D1,2
26577,fallo,0,Bancolombia,2
26578,fallo,0,ETB,2
26579,exclusiva,0,Vanti,2
26580,exclusiva,0,Nequi,2
26581,accede,0,Nequi,2
26582,positiva,0,Nequi,2
26583,fallo,0,Sodimac,2
26584,fallos,0,Itau,2
26585,acceder,0,D1,2
26586,exchange,0,Ecopetrol,2
26587,positivamente,0,Falabella,2
26588,falsa,0,Bancolombia,2
26589,exceso,0,Grupo Exito,2
26590,álvaro,0,Claro,2
26591,positivo,0,Alkosto,2
26592,positivo,0,Bancolombia,2
26593,excesivo,0,Enel,2
26594,postura,0,ETB,2
26595,áfrica,0,Claro,2
26596,evitar,0,Sodimac,2
26597,zona,0,BBVA,2
26598,familias,0,Grupo AVAL,2
26599,powered,0,Caracol,2
26600,zona,0,Cencosud,2
26601,acento,0,Sodimac,2
26602,familias,0,Grupo Argos,2
26603,powered,0,ETB,2
26604,evaluó,0,Ecopetrol,2
26605,powered,0,Falabella,2
26606,familias,0,Grupo Sura,2
26607,familias,0,Enel,2
26608,familias,0,Itau,2
26609,marcaron,0,Bancolombia,2
26610,zombie,0,Caracol,2
26611,acepta,0,Caracol,2
26612,familias,0,Sodimac,2
26613,marcarlo,0,Nequi,2
26614,zodiacales,0,Grupo Exito,2
26615,evaluar,0,ETB,2
26616,familias,0,Falabella,2
26617,familias,0,Ecopetrol,2
26618,marcar,0,Terpel,2
26619,acelerar,0,ETB,2
26620,evento,0,Nequi,2
26621,evento,0,Itau,2
26622,evento,0,Grupo Argos,2
26623,acelerar,0,BBVA,2
26624,acelerar,0,D1,2
26625,evento,0,Davivienda,2
26626,evento,0,D1,2
26627,evento,0,Credibanco,2
26628,evento,0,Caracol,2
26629,acelere,0,Enel,2
26630,potter,0,Terpel,2
26631,acelerar,0,Falabella,2
26632,evasión,0,Nequi,2
26633,evaporación,0,Terpel,2
26634,familias,0,Claro,2
26635,familias,0,Credibanco,2
26636,powell,0,Bancolombia,2
26637,aceleraron,0,Falabella,2
26638,famke,0,Sodimac,2
26639,marcar,0,Nequi,2
26640,materias,0,ETB,2
26641,zenu,1,Sodimac,2
26642,matrimonio,0,Sodimac,2
26643,euros,0,Vanti,2
26644,planificar,0,BBVA,2
26645,euros,0,Falabella,2
26646,euros,0,Enel,2
26647,precandidatos,0,Caracol,2
26648,famosos,0,Ecopetrol,2
26649,precandidatos,0,Grupo AVAL,2
26650,europeos,0,Alkosto,2
26651,preaprobados,0,BBVA,2
26652,precarias,0,ETB,2
26653,precarias,0,Nequi,2
26654,europeo,0,BBVA,2
26655,europeo,0,Alkosto,2
26656,aceptado,0,Grupo Argos,2
26657,precariza,0,Falabella,2
26658,europea,0,Terpel,2
26659,planificación,0,D1,2
26660,eurozona,0,BBVA,2
26661,famoso,0,Terpel,2
26662,evaluando,0,Falabella,2
26663,famosas,0,Claro,2
26664,famosa,0,ETB,2
26665,zidansek,0,Itau,2
26666,evaluando,0,Bancolombia,2
26667,planta,0,Alkosto,2
26668,famosa,0,Grupo AVAL,2
26669,famosa,0,Nequi,2
26670,aceptación,0,Credibanco,2
26671,practicar,0,D1,2
26672,famosas,0,Enel,2
26673,famoso,0,Sodimac,2
26674,prada,0,Caracol,2
26675,famoso,0,Caracol,2
26676,matrimonio,0,Enel,2
26677,prada,0,Grupo Sura,2
26678,famoso,0,D1,2
26679,famoso,0,Davivienda,2
26680,famoso,0,Grupo Argos,2
26681,famoso,0,Grupo Exito,2
26682,evento,0,Terpel,2
26683,zonas,0,Caracol,2
26684,acelerador,0,Ecopetrol,2
26685,potencia,0,Terpel,2
26686,evita,0,BBVA,2
26687,acciones,0,Falabella,2
26688,zuluaga,0,Cencosud,2
26689,familia,0,Grupo Sura,2
26690,potencia,0,Enel,2
26691,accionista,0,Bancolombia,2
26692,accionista,0,Credibanco,2
26693,evidente,0,Credibanco,2
26694,evidenció,0,Vanti,2
26695,acciones,0,Claro,2
26696,marcela,0,Cencosud,2
26697,potencial,0,Cencosud,2
26698,evidenció,0,Ecopetrol,2
26699,potencial,0,Credibanco,2
26700,accionistas,0,Cencosud,2
26701,evidenció,0,Bancolombia,2
26702,accionistas,0,Claro,2
26703,familiar,0,Alkosto,2
26704,familia,0,Falabella,2
26705,marcha,0,Cencosud,2
26706,potestad,0,Enel,2
26707,marcha,0,Falabella,2
26708,evitar,0,Grupo Argos,2
26709,marcha,0,Vanti,2
26710,marcha,0,Terpel,2
26711,accionar,0,Falabella,2
26712,zúrich,1,Enel,2
26713,marcha,0,Grupo Exito,2
26714,marcha,0,Grupo Argos,2
26715,marcha,0,Grupo AVAL,2
26716,plantea,0,Ecopetrol,2
26717,marcha,0,Credibanco,2
26718,marcha,0,ETB,2
26719,posturas,0,Ecopetrol,2
26720,familia,0,Bancolombia,2
26721,accionario,0,Bancolombia,2
26722,posventa,0,Bancolombia,2
26723,accionario,0,Ecopetrol,2
26724,familia,0,Credibanco,2
26725,potable,0,Alkosto,2
26726,familiar,0,BBVA,2
26727,accionistas,0,D1,2
26728,potencial,0,Promigas,2
26729,planta,0,Sodimac,2
26730,aceites,0,Cencosud,2
26731,aceleración,0,D1,2
26732,familiares,0,Grupo Argos,2
26733,zonas,0,Grupo Exito,2
26734,eventualidad,0,BBVA,2
26735,potencias,0,Promigas,2
26736,familiares,0,Nequi,2
26737,potente,0,Cencosud,2
26738,marcas,0,Bancolombia,2
26739,evidenciar,0,Claro,2
26740,familiares,0,Vanti,2
26741,eventos,0,Promigas,2
26742,planta,0,Falabella,2
26743,potentes,0,Grupo Exito,2
26744,eventos,0,Grupo Argos,2
26745,potestad,0,ETB,2
26746,eventos,0,D1,2
26747,zonas,0,Credibanco,2
26748,zonas,0,Promigas,2
26749,familiares,0,Claro,2
26750,potenciando,0,Ecopetrol,2
26751,familiares,0,Bancolombia,2
26752,accionistas,0,Grupo Sura,2
26753,familiar,0,Davivienda,2
26754,marcas,0,Vanti,2
26755,evidencian,0,BBVA,2
26756,familiar,0,Itau,2
26757,zoric,1,Sodimac,2
26758,matija,0,Sodimac,2
26759,acción,0,Grupo Exito,2
26760,evidencia,0,Promigas,2
26761,evidencia,0,Itau,2
26762,marcas,0,Grupo Sura,2
26763,evidencia,0,ETB,2
26764,marcas,0,Ecopetrol,2
26765,zonas,0,Terpel,2
26766,evidencia,0,Caracol,2
26767,aceite,0,Itau,2
26768,familiares,0,BBVA,2
26769,probabilidad,0,BBVA,2
26770,probabilidad,0,Claro,2
26771,futbolista,0,D1,2
26772,perdió,0,Cencosud,2
26773,alcohólicas,0,Vanti,2
26774,lote,0,Nequi,2
26775,viaje,0,Falabella,2
26776,próximas,0,Vanti,2
26777,perdió,0,D1,2
26778,perdió,0,Claro,2
26779,viaje,0,ETB,2
26780,viaje,0,D1,2
26781,viaje,0,Credibanco,2
26782,perdió,0,Ecopetrol,2
26783,aledañas,0,Enel,2
26784,viaje,0,Caracol,2
26785,psicología,0,Enel,2
26786,elección,0,Bancolombia,2
26787,psicología,0,Promigas,2
26788,elecciones,0,Terpel,2
26789,elecciones,0,Grupo AVAL,2
26790,elecciones,0,Falabella,2
26791,próximas,0,Nequi,2
26792,electoral,0,Claro,2
26793,frío,0,ETB,2
26794,perdió,0,Terpel,2
26795,próxima,0,Itau,2
26796,electricista,0,Ecopetrol,2
26797,lotería,0,D1,2
26798,próxima,0,Promigas,2
26799,próximamente,0,Caracol,2
26800,próximamente,0,Credibanco,2
26801,próximamente,0,Falabella,2
26802,electricidad,0,AES chivor,2
26803,próximas,0,Bancolombia,2
26804,viaje,0,Grupo Exito,2
26805,electorales,0,Terpel,2
26806,perdió,0,Grupo Argos,2
26807,alcohol,0,Sodimac,2
26808,alcohol,0,Vanti,2
26809,electoral,0,Terpel,2
26810,alcohólicas,0,Bancolombia,2
26811,viaje,0,Grupo Sura,2
26812,electoral,0,Falabella,2
26813,elecciones,0,ETB,2
26814,fríos,0,D1,2
26815,electrificación,0,Ecopetrol,2
26816,viajar,0,Claro,2
26817,publicación,0,Bancolombia,2
26818,viajar,0,Promigas,2
26819,publicación,0,Cencosud,2
26820,ejército,0,Terpel,2
26821,publicación,0,Credibanco,2
26822,publicación,0,D1,2
26823,ejército,0,Grupo Argos,2
26824,ejército,0,Grupo AVAL,2
26825,lorena,0,ETB,2
26826,publicaciones,0,Nequi,2
26827,publicación,0,ETB,2
26828,ejército,0,Caracol,2
26829,ejército,0,Alkosto,2
26830,alegre,0,Promigas,2
26831,lorena,0,Cencosud,2
26832,alegría,0,Caracol,2
26833,perdiendo,0,Enel,2
26834,alegría,0,D1,2
26835,publicación,0,BBVA,2
26836,publicaciones,0,Claro,2
26837,perdieron,0,Nequi,2
26838,elaborado,0,Enel,2
26839,psicosocial,0,Cencosud,2
26840,perdieron,0,ETB,2
26841,fuego,0,Claro,2
26842,fuego,0,D1,2
26843,fuego,0,Falabella,2
26844,elaborar,0,BBVA,2
26845,perdieron,0,D1,2
26846,fuego,0,Grupo Exito,2
26847,elaborado,0,Davivienda,2
26848,publicaciones,0,Bancolombia,2
26849,elaborado,0,D1,2
26850,elaborado,0,Credibanco,2
26851,fuego,0,Promigas,2
26852,elaborado,0,Alkosto,2
26853,fuego,0,Sodimac,2
26854,publica,0,ETB,2
26855,fuego,0,Terpel,2
26856,publicaciones,0,Alkosto,2
26857,próxima,0,Grupo Sura,2
26858,alcistas,0,Bancolombia,2
26859,fuente,0,Davivienda,2
26860,alcanzar,0,ETB,2
26861,elemento,0,Alkosto,2
26862,prácticamente,0,Grupo Exito,2
26863,alcanzar,0,Alkosto,2
26864,prácticas,0,BBVA,2
26865,alcanzar,0,BBVA,2
26866,elegir,0,Grupo Argos,2
26867,prácticas,0,Caracol,2
26868,alcanzar,0,Cencosud,2
26869,prácticas,0,Claro,2
26870,elemento,0,Claro,2
26871,alcanzar,0,Falabella,2
26872,alcanzar,0,Grupo Exito,2
26873,elegir,0,BBVA,2
26874,prácticas,0,D1,2
26875,alcanzar,0,Grupo Sura,2
26876,alcanzar,0,Itau,2
26877,prácticas,0,Falabella,2
26878,elegido,0,Terpel,2
26879,prácticamente,0,Enel,2
26880,prácticamente,0,Ecopetrol,2
26881,viajes,0,Sodimac,2
26882,práctica,0,Vanti,2
26883,mercados,0,Alkosto,2
26884,alcanzado,0,BBVA,2
26885,elementos,0,Sodimac,2
26886,elementos,0,Promigas,2
26887,alcanzado,0,Falabella,2
26888,vial,0,ETB,2
26889,elementos,0,Grupo Argos,2
26890,práctica,0,Terpel,2
26891,vial,0,Davivienda,2
26892,elemento,0,Enel,2
26893,elementos,0,D1,2
26894,alcanzan,0,Enel,2
26895,alcanzando,0,Bancolombia,2
26896,mercados,0,Claro,2
26897,alcanzando,0,ETB,2
26898,viajó,0,Grupo Argos,2
26899,elemento,0,Itau,2
26900,elemento,0,Grupo Argos,2
26901,elegido,0,Grupo Sura,2
26902,alcanzara,0,Ecopetrol,2
26903,frutos,0,D1,2
26904,próxima,0,Bancolombia,2
26905,viajeros,0,D1,2
26906,frutas,0,D1,2
26907,alcanzó,0,Terpel,2
26908,alcanzó,0,Vanti,2
26909,electrónica,0,Bancolombia,2
