,Palabra,Frecuencia,ID_Articulo
9556,"entidad, escoge",1,65
9557,"escoge, presidente",1,65
9558,"presidente, organiza",1,65
9559,"organiza, selección",1,65
9560,"selección, credibilidad",1,65
9561,"credibilidad, mercado",1,65
9562,"mercado, transa",1,65
9563,"transa, bolsas",1,65
9564,"bolsas, valores",1,65
9565,"valores, colombia",1,65
9566,"colombia, unidos",1,65
9567,"unidos, fuente",1,65
9568,"fuente, enterada",1,65
9569,"enterada, instancia",1,65
9570,"instancia, pidió",1,65
9571,"pidió, reserva",2,65
9572,"reserva, detalles",1,65
9573,"detalles, alguien",1,65
9574,"alguien, dedo",1,65
9575,"dedo, romper",1,65
9576,"romper, junta",1,65
9577,"junta, integrantes",1,65
9578,"integrantes, gusta",1,65
9579,"gusta, nombre",1,65
9580,"nombre, dispuestos",1,65
9581,"dispuestos, renunciar",1,65
9582,"renunciar, pasa",1,65
9583,"pasa, proceso",1,65
9584,"proceso, selección",2,65
9585,"selección, tensión",1,65
9586,"tensión, generó",1,65
9587,"generó, noviembre",1,65
9588,"noviembre, salida",1,65
9589,"salida, cargo",1,65
9590,"cargo, carlos",1,65
9591,"carlos, gustavo",1,65
9592,"gustavo, cano",1,65
9593,"cano, presidente",1,65
9594,"presidente, junta",1,65
9595,"junta, cano",1,65
9596,"cano, sustituido",1,65
9597,"sustituido, kattan",1,65
9598,"kattan, elegido",1,65
9599,"elegido, petro",1,65
9600,"petro, kattan",1,65
9601,"kattan, fuente",1,65
9602,"fuente, interna",1,65
9603,"interna, mencionada",1,65
9604,"mencionada, junta",1,65
9605,"junta, aspirar",1,65
9606,"aspirar, hiciera",1,65
9607,"hiciera, tendría",1,65
9608,"tendría, renunciar",1,65
9609,"renunciar, actual",1,65
9610,"actual, posición",1,65
9611,"posición, obstáculo",1,65
9612,"obstáculo, tendría",1,65
9613,"tendría, someterse",1,65
9614,"someterse, riguroso",1,65
9615,"riguroso, proceso",1,65
9616,"selección, comunicado",1,65
9617,"comunicado, ecopetrol",1,65
9618,"ecopetrol, publicado",1,65
9619,"publicado, ayer",1,65
9620,"ayer, proceso",1,65
9621,"proceso, confirmó",1,65
9622,"confirmó, silla",1,65
9623,"silla, hará",1,65
9624,"hará, firma",1,65
9625,"firma, cazatalentos",1,65
9626,"cazatalentos, principio",1,65
9627,"principio, participarían",1,65
9628,"participarían, candidatos",1,65
9629,"candidatos, obstáculo",1,65
9630,"obstáculo, eventual",1,65
9631,"eventual, nombramiento",1,65
9632,"nombramiento, dedo",1,65
9633,"dedo, provocaría",1,65
9634,"provocaría, ruido",1,65
9635,"ruido, caería",1,65
9636,"caería, mercados",1,65
9637,"mercados, nerviosos",1,65
9638,"nerviosos, ideas",1,65
9639,"ideas, transición",1,65
9640,"energética, petro",1,65
9641,"petro, ministra",1,65
9642,"ministra, minas",1,65
9643,"minas, energía",1,65
9644,"energía, irene",1,65
9645,"irene, vélez",1,65
9646,"vélez, oposición",1,65
9647,"oposición, nombre",1,65
9648,"nombre, miembros",1,65
9649,"miembros, junta",1,65
9650,"junta, pondrá",1,65
9651,"pondrá, petro",1,65
9652,"petro, dilema",1,65
9653,"dilema, ministro",1,65
9654,"ministro, hacienda",1,65
9655,"hacienda, josé",1,65
9656,"josé, antonio",1,65
9657,"antonio, ocampo",1,65
9658,"ocampo, cercanía",1,65
9659,"cercanía, junta",1,65
9660,"junta, presidente",1,65
9661,"presidente, ocasiones",1,65
9662,"ocasiones, muro",1,65
9663,"muro, contención",1,65
9664,"contención, gobierno",1,65
9665,"gobierno, temas",1,65
9666,"temas, transición",1,65
9667,"energética, minhacienda",1,65
9668,"minhacienda, voto",1,65
9669,"voto, clave",1,65
9670,"clave, decisión",1,65
9671,"decisión, presidente",1,65
9672,"presidente, ocampo",1,65
9673,"ocampo, intervino",1,65
9674,"intervino, frente",1,65
9675,"frente, ecopetrol",1,65
9676,"ecopetrol, ejemplo",1,65
9677,"ejemplo, opuso",1,65
9678,"opuso, nombraran",1,65
9679,"nombraran, edwin",1,65
9680,"edwin, palma",1,65
9681,"palma, viceministro",1,65
9682,"viceministro, trabajo",1,65
9683,"trabajo, presidente",1,65
9684,"presidente, unión",1,65
9685,"unión, sindical",1,65
9686,"sindical, obrera",1,65
9687,"obrera, junta",1,65
9688,"junta, ecopetrol",2,65
9689,"ecopetrol, ministro",1,65
9690,"ministro, ganó",1,65
9691,"ganó, pelea",1,65
9692,"pelea, llegaron",1,65
9693,"llegaron, junta",1,65
9694,"junta, personas",1,65
9695,"personas, cuerda",1,65
9696,"cuerda, mauricio",1,65
9697,"mauricio, cabrera",1,65
9698,"cabrera, mónica",1,65
9699,"mónica, greiff",1,65
9700,"greiff, principal",1,65
9701,"principal, razón",1,65
9702,"razón, junta",1,65
9703,"ecopetrol, rechaza",1,65
9704,"rechaza, perfil",1,65
9705,"perfil, conoce",1,65
9706,"conoce, negocio",1,65
9707,"negocio, principal",1,65
9708,"principal, ecopetrol",1,65
9709,"ecopetrol, avances",1,65
9710,"avances, transición",1,65
9711,"energética, seguirá",1,65
9712,"seguirá, central",1,65
9713,"central, años",1,65
9714,"años, silla",1,65
9715,"silla, fuente",1,65
9716,"fuente, cercana",1,65
9717,"cercana, junta",1,65
9718,"junta, pidió",1,65
9719,"reserva, nombre",1,65
9720,"nombre, ingeniero",1,65
9721,"ingeniero, mecánico",1,65
9722,"mecánico, especialista",1,65
9723,"especialista, sistemas",1,65
9724,"sistemas, gerenciales",1,65
9725,"gerenciales, experiencia",1,65
9726,"experiencia, temas",1,65
9727,"temas, petroleros",1,65
9728,"petroleros, carrera",1,65
9729,"carrera, escalado",1,65
9730,"escalado, alianzas",1,65
9731,"alianzas, padrinos",1,65
9732,"padrinos, políticos",1,65
9733,"políticos, corrientes",1,65
9734,"corrientes, ideológicas",1,65
9735,"ideológicas, hombre",1,65
9736,"confianza, petro",1,65
9737,"petro, cargo",1,65
9738,"cargo, mano",1,65
9739,"mano, derecha",1,65
9740,"derecha, mayores",1,65
9741,"mayores, enemigos",1,65
9742,"enemigos, políticos",1,65
9743,"políticos, presidente",1,65
9744,"presidente, contratista",1,65
9745,"contratista, william",1,65
9746,"vélez, cercano",1,65
9747,"cercano, álvaro",1,65
9748,"álvaro, uribe",1,65
9749,"uribe, petro",1,65
9750,"petro, libró",1,65
9751,"libró, guerra",1,65
9752,"guerra, política",1,65
9753,"política, alcaldía",1,65
9754,"alcaldía, quitarle",1,65
9755,"quitarle, negocio",1,65
9756,"negocio, basuras",1,65
9757,"basuras, petro",1,65
9758,"petro, acusado",1,65
9759,"acusado, vélez",1,65
9760,"vélez, pagar",1,65
9761,"pagar, sobornos",1,65
9762,"sobornos, guatemala",1,65
9763,"guatemala, testaferro",1,65
9764,"testaferro, paramilitares",1,65
9765,"paramilitares, saltó",1,65
9766,"saltó, puesto",1,65
9767,"puesto, nombrado",1,65
9768,"nombrado, petro",1,65
9769,"petro, trabajar",1,65
9770,"trabajar, vélez",1,65
9771,"vélez, honduras",1,65
9772,"honduras, convirtió",1,65
9773,"convirtió, empleado",1,65
9774,"empleado, vélez",1,65
9775,"vélez, gerente",1,65
9776,"gerente, empresa",1,65
9777,"energía, honduras",1,65
9778,"honduras, maneja",1,65
9779,"maneja, distribución",1,65
9780,"distribución, eléctrica",1,65
9781,"eléctrica, país",1,65
9782,"país, negocio",1,65
9783,"negocio, controlado",1,65
9784,"controlado, vélez",1,65
9785,"vélez, punto",1,65
9786,"punto, perderlo",1,65
9787,"perderlo, incumplimiento",1,65
9788,"incumplimiento, decretado",1,65
9789,"decretado, gobierno",1,65
9790,"gobierno, honduras",1,65
9791,"honduras, vélez",1,65
9792,"vélez, recurrió",1,65
9793,"recurrió, gerente",1,65
9794,"gerente, tratar",1,65
9795,"tratar, evitarlo",1,65
9796,"evitarlo, logró",1,65
9797,"logró, hondureño",1,65
9798,"hondureño, intervino",1,65
9799,"intervino, empresa",1,65
9800,"empresa, mantuvo",1,65
9801,"mantuvo, afectos",1,65
9802,"afectos, petro",1,65
9803,"petro, nombró",1,65
9804,"nombró, gerente",1,65
9805,"gerente, campaña",1,65
9806,"campaña, presidencia",1,65
9807,"presidencia, cargo",1,65
9808,"cargo, máxima",1,65
9809,"máxima, confianza",1,65
9810,"confianza, candidato",1,65
9811,"candidato, petro",1,65
9812,"petro, ecopetrol",1,65
9813,"ecopetrol, medirá",1,65
9814,"medirá, talante",1,65
9815,"talante, presidente",1,65
9816,"presidente, frente",1,65
9817,"frente, gobierno",1,65
9818,"corporativo, empresas",1,65
9819,"empresas, estatales",1,65
9820,"estatales, relación",1,65
9821,"relación, sector",1,65
9822,"sector, liberal",1,65
9823,"liberal, gobierno",1,65
9824,"movidas, importantes",1,66
9825,"importantes, semana",1,66
9826,"semana, cano",1,66
9827,"cano, representante",1,66
9828,"representante, accionistas",1,66
9829,"accionistas, minoritarios",1,66
9830,"minoritarios, junta",1,66
9831,"junta, jueves",1,66
9832,"jueves, elegido",1,66
9833,"elegido, presidente",1,66
9834,"presidente, órgano",1,66
9835,"órgano, directivo",1,66
9836,"directivo, reemplazado",1,66
9837,"reemplazado, expresidente",1,66
9838,"expresidente, saúl",1,66
9839,"saúl, kattan",2,66
9840,"kattan, hombre",1,66
9841,"hombre, confianza",1,66
9842,"confianza, presidente",2,66
9843,"presidente, petro",4,66
9844,"petro, cano",1,66
9845,"cano, leyó",1,66
9846,"leyó, carta",1,66
9847,"carta, entrevista",1,66
9848,"entrevista, caracol",1,66
9849,"caracol, radio",1,66
9850,"radio, orden",1,66
9851,"orden, repentina",1,66
9852,"repentina, remoción",1,66
9853,"remoción, vino",1,66
9854,"vino, presidente",1,66
9855,"petro, reaccionó",1,66
9856,"reaccionó, trinos",1,66
9857,"trinos, ecopetrol",1,66
9858,"ecopetrol, configura",1,66
9859,"configura, junta",1,66
9860,"junta, directiva",2,66
9861,"directiva, cualquiera",1,66
9862,"cualquiera, empresa",1,66
9863,"empresa, participación",1,66
9864,"participación, accionaria",1,66
9865,"accionaria, cuya",1,66
9866,"cuya, mayoría",1,66
9867,"mayoría, pertenece",1,66
9868,"pertenece, decisión",1,66
9869,"decisión, objeto",1,66
9870,"objeto, críticas",1,66
9871,"críticas, movida",1,66
9872,"movida, máximo",1,66
9873,"máximo, órgano",1,66
9874,"órgano, empresa",1,66
9875,"empresa, estatal",1,66
9876,"estatal, país",1,66
9877,"país, viene",1,66
9878,"viene, renovación",1,66
9879,"renovación, integrantes",1,66
9880,"integrantes, junta",2,66
9881,"junta, llegaron",1,66
9882,"llegaron, personas",1,66
9883,"personas, confianza",1,66
9884,"petro, saúl",1,66
9885,"kattan, salieron",1,66
9886,"salieron, fichas",1,66
9887,"fichas, claramente",1,66
9888,"claramente, identificadas",1,66
9889,"identificadas, gobierno",1,66
9890,"gobierno, duque",1,66
9891,"duque, luigi",1,66
9892,"luigi, echeverri",1,66
9893,"echeverri, primeras",1,66
9894,"primeras, decisiones",1,66
9895,"decisiones, junta",1,66
9896,"junta, apoyar",1,66
9897,"apoyar, continuidad",1,66
9898,"continuidad, felipe",1,66
9899,"felipe, bayón",1,66
9900,"bayón, presidente",1,66
9901,"presidente, compañía",1,66
9902,"compañía, nombres",1,66
9903,"nombres, postulados",1,66
9904,"postulados, ministerio",1,66
9905,"ministerio, hacienda",1,66
9906,"hacienda, accionista",1,66
9907,"accionista, mayoritario",1,66
9908,"mayoritario, ecopetrol",1,66
9909,"ecopetrol, silla",1,66
9910,"silla, publicó",2,66
9911,"publicó, perfiles",1,66
9912,"perfiles, integrantes",1,66
9913,"junta, miércoles",1,66
9914,"miércoles, verde",1,66
9915,"verde, prórroga",1,66
9916,"prórroga, orden",1,66
9917,"orden, público",1,66
9918,"público, proyecto",1,66
9919,"proyecto, contaba",1,66
9920,"contaba, aprobación",1,66
9921,"aprobación, senado",1,66
9922,"senado, faltan",1,66
9923,"faltan, conciliación",1,66
9924,"conciliación, textos",1,66
9925,"textos, sanción",1,66
9926,"sanción, presidencial",1,66
9927,"presidencial, prórroga",1,66
9928,"prórroga, abona",1,66
9929,"abona, terreno",1,66
9930,"terreno, político",1,66
9931,"político, legal",1,66
9932,"legal, restablecimiento",1,66
9933,"restablecimiento, diálogos",1,66
9934,"diálogos, permite",1,66
9935,"permite, gobierno",1,66
9936,"gobierno, ofrecer",1,66
9937,"ofrecer, alternativas",1,66
9938,"alternativas, sometimiento",1,66
9939,"sometimiento, justicia",1,66
9940,"justicia, grupos",1,66
9941,"grupos, armados",1,66
9942,"armados, recomendamos",1,66
9943,"recomendamos, historias",1,66
9944,"historias, propósito",1,66
9945,"propósito, desafíos",1,66
9946,"desafíos, polémica",1,66
9947,"polémica, generaron",1,66
9948,"generaron, artículos",1,66
9949,"artículos, indultaban",1,66
9950,"indultaban, crímenes",1,66
9951,"crímenes, línea",1,66
9952,"línea, finalmente",1,66
9953,"finalmente, cayeron",1,66
9954,"cayeron, dilemas",1,66
9955,"dilemas, negociar",1,66
9956,"negociar, disidencias",1,66
9957,"disidencias, farc",1,66
9958,"farc, alocución",1,66
9959,"alocución, casa",1,66
9960,"casa, nariño",1,66
9961,"nariño, presidente",1,66
9962,"petro, acompañado",1,66
9963,"acompañado, grupo",1,66
9964,"grupo, congresistas",1,66
9965,"congresistas, anunció",1,66
9966,"anunció, caía",1,66
9967,"caía, impuesto",1,66
9968,"impuesto, gravaba",1,66
9969,"gravaba, pensiones",1,66
9970,"pensiones, millones",1,66
9971,"millones, pesos",1,66
9972,"pesos, representan",1,66
9973,"representan, pensionados",1,66
9974,"pensionados, sacan",1,66
9975,"sacan, provecho",1,66
9976,"provecho, diseño",1,66
9977,"diseño, legal",1,66
9978,"legal, régimen",1,66
9979,"régimen, público",1,66
9980,"público, pensiones",1,66
9981,"pensiones, medida",1,66
9982,"medida, subsidiadas",1,66
9983,"subsidiadas, impuestos",1,66
9984,"impuestos, generales",1,66
9985,"generales, silla",1,66
9986,"silla, publicamos",1,66
9987,"publicamos, artículo",1,66
9988,"artículo, explicamos",1,66
9989,"explicamos, trasfondo",1,66
9990,"trasfondo, medida",1,66
9991,"medida, beneficia",1,66
9992,"beneficia, privilegiados",1,66
9993,"privilegiados, país",1,66
9994,"país, reunión",1,66
9995,"reunión, partido",1,66
9996,"partido, liberal",1,66
9997,"liberal, gobierno",1,66
9998,"gobierno, comprometió",1,66
9999,"comprometió, eliminar",1,66
10000,"eliminar, impuestos",1,66
10001,"impuestos, iglesias",1,66
10002,"iglesias, incluir",1,66
10003,"incluir, impuestos",1,66
10004,"impuestos, comercio",1,66
10005,"comercio, electrónico",1,66
10006,"electrónico, concesiones",1,66
10007,"concesiones, semana",1,66
10008,"semana, críticas",1,66
10009,"críticas, expresidente",1,66
10010,"expresidente, césar",1,66
10011,"césar, gaviria",2,66
10012,"gaviria, frente",1,66
10013,"frente, tributaria",1,66
10014,"tributaria, liberales",1,66
10015,"liberales, marcando",1,66
10016,"marcando, distancia",1,66
10017,"distancia, frente",1,66
10018,"frente, gobierno",1,66
10019,"gobierno, petro",1,66
10020,"petro, silla",1,66
10021,"publicó, artículo",1,66
10022,"artículo, movida",1,66
10023,"movida, césar",1,66
10024,"gaviria, tributaria",1,66
10025,"tributaria, alineada",1,66
10026,"alineada, intereses",1,66
10027,"intereses, políticos",1,66
10028,"políticos, empresarios",1,66
10029,"empresarios, poderosos",1,66
10030,"poderosos, país",1,66
10031,"país, puntos",1,66
10032,"puntos, básicos",1,66
10033,"básicos, pasó",1,66
10034,"pasó, decisión",1,66
10035,"decisión, unánime",1,66
10036,"unánime, miembros",1,66
10037,"miembros, junta",1,66
10038,"directiva, gerente",1,66
10039,"gerente, leonardo",1,66
10040,"leonardo, villar",1,66
10041,"villar, medida",1,66
10042,"medida, toma",1,66
10043,"toma, ponerle",1,66
10044,"ponerle, freno",1,66
10045,"freno, inflación",1,66
10046,"inflación, banco",1,66
10047,"banco, redujo",1,66
10048,"redujo, perspectiva",1,66
10049,"perspectiva, crecimiento",1,66
10050,"crecimiento, país",1,66
10051,"país, entrada",1,66
10052,"entrada, vivo",1,66
10053,"vivo, detalles",1,66
10054,"atención, ecopetrol",1,67
10055,"ecopetrol, informa",1,67
10056,"informa, junta",1,67
10057,"junta, directiva",2,67
10058,"directiva, elegida",1,67
10059,"elegida, asamblea",1,67
10060,"asamblea, extraordinaria",1,67
10061,"extraordinaria, accionistas",1,67
10062,"accionistas, octubre",1,67
10063,"octubre, sesión",1,67
10064,"sesión, octubre",1,67
10065,"octubre, designó",1,67
10066,"designó, carlos",1,67
10067,"carlos, gustavo",1,67
10068,"gustavo, cano",1,67
10069,"cano, sanz",1,67
10070,"sanz, presidente",1,67
10071,"presidente, junta",1,67
10072,"directiva, ecopetrol",1,67
10073,"ecopetrol, october",1,67
10074,"filtre, búsqueda",1,68
10075,"búsqueda, funcionario",1,68
10076,"funcionario, recientemente",1,68
10077,"recientemente, trabajado",1,68
10078,"trabajado, petro",1,68
10079,"petro, gonzalo",1,68
10080,"gonzalo, hernández",1,68
10081,"hernández, jiménez",1,68
10082,"jiménez, nombramiento",1,68
10083,"nombramiento, saúl",1,68
10084,"saúl, kattan",1,68
10085,"kattan, nombramiento",1,68
10086,"nombramiento, mónica",1,68
10087,"mónica, greiff",1,68
10088,"greiff, nombramiento",1,68
10089,"nombramiento, mauricio",1,68
10090,"mauricio, cabrera",1,68
10091,"cabrera, nombramiento",1,68
10092,"nombramiento, sandra",1,68
10093,"sandra, ospina",1,68
10094,"ospina, arango",1,68
10095,"arango, nombramiento",1,68
10096,"nombramiento, luis",1,68
10097,"luis, santiago",1,68
10098,"santiago, perdomo",1,68
10099,"perdomo, maldonado",1,68
10100,"maldonado, sergio",1,68
10101,"sergio, restrepo",1,68
10102,"restrepo, isaza",1,68
10103,"isaza, esteban",1,68
10104,"esteban, piedrahíta",1,68
10105,"piedrahíta, uribe",1,68
10106,"uribe, carlos",1,68
10107,"carlos, gustavo",1,68
10108,"gustavo, cano",1,68
10109,"cano, sanz",1,68
10110,"noviembre, juan",1,69
10111,"juan, manuel",1,69
10112,"manuel, santos",1,69
10113,"santos, anunció",1,69
10114,"anunció, congreso",1,69
10115,"congreso, cámara",1,69
10116,"cámara, colombiana",1,69
10117,"colombiana, infraestructura",1,69
10118,"infraestructura, venta",1,69
10119,"venta, ciento",1,69
10120,"ciento, empresa",2,69
10121,"empresa, colombiana",1,69
10122,"colombiana, petróleos",1,69
10123,"petróleos, ecopetrol",1,69
10124,"ecopetrol, porcentaje",1,69
10125,"porcentaje, suma",1,69
10126,"suma, autorizó",1,69
10127,"autorizó, materializó",1,69
10128,"materializó, ciento",1,69
10129,"ciento, resultado",1,69
10130,"resultado, subsidio",1,69
10131,"subsidio, ofrecido",1,69
10132,"ofrecido, concesionarios",1,69
10133,"concesionarios, viales",1,69
10134,"viales, ministros",1,69
10135,"ministros, hacienda",1,69
10136,"hacienda, minas",1,69
10137,"minas, radicaron",1,69
10138,"radicaron, postrimerías",1,69
10139,"postrimerías, sesiones",1,69
10140,"sesiones, ordinarias",1,69
10141,"ordinarias, congreso",1,69
10142,"congreso, proyecto",1,69
10143,"proyecto, aspiraba",1,69
10144,"aspiraba, trámite",1,69
10145,"trámite, relámpago",1,69
10146,"relámpago, discusión",1,69
10147,"discusión, participación",1,69
10148,"participación, seria",1,69
10149,"seria, fuerzas",1,69
10150,"fuerzas, políticas",1,69
10151,"políticas, diciembre",1,69
10152,"diciembre, amparado",1,69
10153,"amparado, potestades",1,69
10154,"potestades, declaratoria",1,69
10155,"declaratoria, excepción",1,69
10156,"excepción, presidente",1,69
10157,"presidente, ministros",1,69
10158,"ministros, firmaron",1,69
10159,"firmaron, decreto",1,69
10160,"decreto, daba",1,69
10161,"daba, pase",1,69
10162,"pase, oferta",1,69
10163,"oferta, noviembre",1,69
10164,"noviembre, caía",1,69
10165,"caía, trámite",1,69
10166,"trámite, iniciado",1,69
10167,"iniciado, congreso",1,69
10168,"congreso, sorpresa",1,69
10169,"sorpresa, lunes",1,69
10170,"lunes, enero",1,69
10171,"enero, doctores",1,69
10172,"doctores, echeverry",1,69
10173,"echeverry, rodado",1,69
10174,"rodado, piden",1,69
10175,"piden, senado",1,69
10176,"senado, cámara",1,69
10177,"cámara, continuar",1,69
10178,"continuar, discusión",1,69
10179,"discusión, solicitado",1,69
10180,"solicitado, retirar",1,69
10181,"retirar, esconde",1,69
10182,"esconde, galimatías",1,69
10183,"galimatías, gubernamental",1,69
10184,"gubernamental, excepción",1,69
10185,"excepción, decretado",1,69
10186,"decretado, diciembre",1,69
10187,"diciembre, permiten",1,69
10188,"permiten, presidente",1,69
10189,"presidente, usurpar",1,69
10190,"usurpar, transitoriamente",1,69
10191,"transitoriamente, funciones",1,69
10192,"funciones, congreso",1,69
10193,"congreso, omnímodo",1,69
10194,"omnímodo, constitución",1,69
10195,"constitución, imponen",1,69
10196,"imponen, límites",1,69
10197,"límites, ejercicio",1,69
10198,"ejercicio, facultad",1,69
10199,"facultad, artículo",1,69
10200,"artículo, constitución",1,69
10201,"constitución, señala",1,69
10202,"señala, decretos",1,69
10203,"decretos, sancionados",1,69
10204,"sancionados, destinados",1,69
10205,"destinados, exclusivamente",1,69
10206,"exclusivamente, conjurar",1,69
10207,"conjurar, crisis",1,69
10208,"crisis, impedir",1,69
10209,"impedir, extensión",1,69
10210,"extensión, efectos",1,69
10211,"efectos, medidas",1,69
10212,"medidas, único",1,69
10213,"único, propósito",1,69
10214,"propósito, expuesto",1,69
10215,"expuesto, repetidas",1,69
10216,"repetidas, ocasiones",1,69
10217,"ocasiones, corte",1,69
10218,"corte, constitucional",1,69
10219,"constitucional, atender",1,69
10220,"atender, prontitud",1,69
10221,"prontitud, eficiencia",1,69
10222,"eficiencia, requeridas",1,69
10223,"requeridas, imperativo",1,69
10224,"imperativo, urgente",1,69
10225,"urgente, ineludible",1,69
10226,"ineludible, ofrecer",1,69
10227,"ofrecer, solución",1,69
10228,"solución, inmediata",1,69
10229,"inmediata, real",1,69
10230,"real, circunstancia",1,69
10231,"circunstancia, específica",1,69
10232,"específica, objeto",1,69
10233,"objeto, alarma",1,69
10234,"alarma, gobierno",1,69
10235,"gobierno, asumir",1,69
10236,"asumir, facultades",1,69
10237,"facultades, restringidas",1,69
10238,"restringidas, circunscritas",1,69
10239,"circunscritas, definido",1,69
10240,"definido, delimitado",1,69
10241,"delimitado, propósito",1,69
10242,"propósito, preservándose",1,69
10243,"preservándose, principio",1,69
10244,"principio, constitucional",1,69
10245,"constitucional, confiere",1,69
10246,"confiere, congreso",1,69
10247,"congreso, potestad",1,69
10248,"potestad, expedir",1,69
10249,"expedir, leyes",1,69
10250,"leyes, sentencia",1,69
10251,"sentencia, fecha",1,69
10252,"fecha, vendido",1,69
10253,"vendido, acciones",1,69
10254,"acciones, decreto",1,69
10255,"decreto, ministro",1,69
10256,"ministro, hacienda",1,69
10257,"hacienda, acepta",1,69
10258,"acepta, ciento",1,69
10259,"ciento, colocará",1,69
10260,"colocará, colombiano",1,69
10261,"colombiano, bruce",1,69
10262,"bruce, master",1,69
10263,"master, viceministro",1,69
10264,"viceministro, hacienda",1,69
10265,"hacienda, explica",1,69
10266,"explica, privatización",1,69
10267,"privatización, saldría",1,69
10268,"saldría, trimestre",1,69
10269,"trimestre, portafolio",1,69
10270,"portafolio, modificación",1,69
10271,"modificación, leyes",1,69
10272,"leyes, presupuesto",1,69
10273,"presupuesto, gobierno",1,69
10274,"gobierno, dispuso",1,69
10275,"dispuso, billones",1,69
10276,"billones, apoyar",1,69
10277,"apoyar, atención",1,69
10278,"atención, humanitaria",1,69
10279,"humanitaria, dineros",1,69
10280,"dineros, suman",1,69
10281,"suman, consignado",1,69
10282,"consignado, gastado",1,69
10283,"gastado, fondo",1,69
10284,"fondo, calamidades",1,69
10285,"calamidades, vender",1,69
10286,"vender, ciento",2,69
10287,"ciento, ecopetrol",2,69
10288,"ecopetrol, ostenta",1,69
10289,"ostenta, carácter",1,69
10290,"carácter, urgente",1,69
10291,"urgente, decreto",1,69
10292,"decreto, inconstitucional",1,69
10293,"inconstitucional, cosa",1,69
10294,"cosa, olfatea",1,69
10295,"olfatea, gobierno",1,69
10296,"gobierno, solicito",1,69
10297,"solicito, congreso",1,69
10298,"congreso, continuar",1,69
10299,"continuar, trámite",1,69
10300,"trámite, presentada",1,69
10301,"presentada, diciembre",1,69
10302,"diciembre, falta",1,69
10303,"falta, seriedad",1,69
10304,"seriedad, venta",1,69
10305,"venta, serían",1,69
10306,"serían, recaudados",1,69
10307,"recaudados, billones",1,69
10308,"billones, pesos",6,69
10309,"pesos, construcción",1,69
10310,"construcción, infraestructura",1,69
10311,"infraestructura, vial",1,69
10312,"vial, finales",1,69
10313,"finales, andrés",1,69
10314,"andrés, uriel",1,69
10315,"uriel, gallego",1,69
10316,"gallego, planteó",1,69
10317,"planteó, vender",1,69
10318,"ciento, compañía",1,69
10319,"compañía, objetivo",1,69
10320,"objetivo, subsidiar",1,69
10321,"subsidiar, propietarios",1,69
10322,"propietarios, concesiones",1,69
10323,"concesiones, viales",1,69
10324,"viales, transversal",1,69
10325,"transversal, américas",1,69
10326,"américas, autopista",1,69
10327,"autopista, llano",1,69
10328,"llano, autopistas",1,69
10329,"autopistas, montaña",1,69
10330,"montaña, antanas",1,69
10331,"antanas, mockus",1,69
10332,"mockus, sergio",1,69
10333,"sergio, fajardo",1,69
10334,"fajardo, explicaron",1,69
10335,"explicaron, privatización",1,69
10336,"privatización, adecuado",1,69
10337,"adecuado, gastar",1,69
10338,"gastar, plata",1,69
10339,"plata, educación",1,69
10340,"educación, jorge",1,69
10341,"jorge, humberto",1,69
10342,"humberto, botero",1,69
10343,"botero, ministro",1,69
10344,"ministro, comercio",1,69
10345,"comercio, uribe",1,69
10346,"uribe, actualmente",1,69
10347,"actualmente, vocero",1,69
10348,"vocero, exportadores",1,69
10349,"exportadores, privados",1,69
10350,"privados, café",1,69
10351,"café, óptimo",1,69
10352,"óptimo, ecopetrol",1,69
10353,"ecopetrol, pasará",1,69
10354,"pasará, totalidad",1,69
10355,"totalidad, manos",1,69
10356,"manos, privadas",1,69
10357,"privadas, dudas",1,69
10358,"dudas, necesidad",1,69
10359,"necesidad, proyectos",1,69
10360,"proyectos, propuestos",1,69
10361,"propuestos, ministro",1,69
10362,"ministro, transporte",1,69
10363,"transporte, discusión",1,69
10364,"discusión, aristas",1,69
10365,"aristas, suman",1,69
10366,"suman, ilegalidad",1,69
10367,"ilegalidad, proceso",1,69
10368,"proceso, efectuado",1,69
10369,"efectuado, conveniencia",1,69
10370,"conveniencia, económica",1,69
10371,"económica, política",1,69
10372,"política, privatizar",1,69
10373,"privatizar, ciento",1,69
10374,"ecopetrol, destino",1,69
10375,"destino, dineros",1,69
10376,"dineros, recolectar",1,69
10377,"recolectar, oportunidad",1,69
10378,"oportunidad, trataremos",1,69
10379,"trataremos, relacionado",1,69
10380,"relacionado, lugar",1,69
10381,"lugar, irían",1,69
10382,"irían, parar",1,69
10383,"parar, recursos",1,69
10384,"recursos, recolecten",1,69
10385,"recolecten, venta",1,69
10386,"venta, planteada",1,69
10387,"planteada, gobierno",1,69
10388,"gobierno, ecopetrol",1,69
10389,"ecopetrol, compañía",1,69
10390,"compañía, colombia",1,69
10391,"colombia, integrada",1,69
10392,"integrada, cadena",1,69
10393,"cadena, petróleo",2,69
10394,"petróleo, ubicada",1,69
10395,"ubicada, petroleras",1,69
10396,"petroleras, mundo",1,69
10397,"mundo, principales",1,69
10398,"principales, latinoamérica",1,69
10399,"latinoamérica, colombia",1,69
10400,"colombia, genera",1,69
10401,"genera, ciento",1,69
10402,"ciento, producción",1,69
10403,"producción, nacional",1,69
10404,"nacional, negocios",1,69
10405,"negocios, brasil",1,69
